81fdc249b649f771f9cce9e62d082d1a a239a2ac588cd28330c113555b7f9af1 || 0 1 1 || 0 1 1 ||
a8d9c3cb0bb611bcc071185eac5ea7b1 f806d894c6805d5fc4407496311475f8 || 0 1 1 || 0 1 1 ||
89b9a39361a15495fcff0bb0467e36df ad11486be21bc00bac25d66d6a266cf8 || 0 1 1 || 0 1 1 ||
60f66244dce2dc12f12466219cbb6090 e156b575f50a74c57044032ccc9b3d08 || 0 0 1 || 0 0 1 ||
912431fd6a61b1009c4454004de811e5 e8ededaaa9bd31726626d6181d809a21 || 0 1 1 || 0 1 1 ||
3f02183496afb03ed26ab085324a1721 4e71b7196961007147d6ab0f007ad462 || 0 1 1 || 0 1 1 ||
5258e71db9b232c22ca17331981a813d 777f259a62997fe5cc9aadf95c542d38 || 0 1 1 || 0 1 1 ||
f97420c3e79417b70b9bfd25356afa5b b1fe267e47119a7590a10e85fa397e3c || 0 0 0 || 0 0 0 ||
e9bbeac0869a22919f9469a48bc3c2f3 e803978e8d285cfaad1942f0c668ebbb || 0 0 0 || 0 0 0 ||
0b34db391c13441bf5c4be32a0394c3c 97237703a50033f0fbe4c987d94bf486 || 0 0 1 || 0 0 1 ||
cf316cf34831ee1dadeae3ca732058ba 48e5cf1b95c6143065f8b1a03649f17f || 0 1 0 || 0 1 0 ||
7421092bd3a2946332f3ca43f39ef3a6 fd436f15f723af986523103e4991a67c || 0 0 1 || 0 0 1 ||
c1912cdf6de1e7fbcf149c16b13dc93b 745a831714a1ec3cecd3fe1b45aea9bd || 0 1 0 || 0 1 0 ||
c03c8e7e64df3851a9eeb2083267e1d0 152182ec9f4b90e9d64cbbdd0bd88a10 || 0 1 0 || 0 1 0 ||
6da3b51acfc05dca4bbae562ab4cb9f3 8afe32406ffc30f2b261eb54d0db6269 || 0 0 1 || 0 0 1 ||
7fd17328004fa40e1fef4c83dde90ec5 ce537656f23623229e2bc3cde05b37d9 || 0 0 1 || 0 0 1 ||
8c36041ddb77c535303175ec8b0bdf62 80af8dc2d810b694a304001f8c0c45c9 || 0 0 0 || 0 0 0 ||
c6a6eace2f201af1f98bf4aa4a952c56 26c3a6938f79d87d6de5e5d3699c4e3f || 0 1 0 || 0 1 0 ||
80c9d6cac608e11539d6307d120eb75f b609e0d52788b282371e371d4167f471 || 0 1 1 || 0 1 1 ||
212b6cbcebf99800de8bb1ace2b0eaa7 04131006a4ad6fed65d58edd3b37d0bd || 0 0 0 || 0 0 0 ||
5e68e27b17bbd6000122bc5647973d4c 8f1da37244a933e857857635b7f528cb || 0 0 1 || 0 0 1 ||
99ab1aa307ce283940bcb445cd272b8d f70de6325982915bfd7597adc6969b42 || 0 1 1 || 0 1 1 ||
73f23826ac2769f40df5e1e987fbb924 9957228ff0d9616fad06c277459bd2c1 || 0 0 1 || 0 0 1 ||
c2bb92510391484b23438732b0b4c6b1 b0f54d99473360a5c111fedc6593a986 || 0 0 0 || 0 0 0 ||
6e8f27fd324add7a6601aff8f1b3b697 e28dca5d8ddaab6fe9833232842f4141 || 0 0 1 || 0 0 1 ||
d6017d8a1e54687beb5edb6a8476c34c 1a5dcfdb803de58af03327e3a3d0a994 || 0 1 0 || 0 1 0 ||
78a9603934b8cb5ed063160d48f1ec3e 92dcb522e2e5eaa6ee10119e03e3e64d || 0 0 1 || 0 0 1 ||
66b5c980e3ec5cdfe357476454b74881 5981325d6c55e172ca5dc275d0f9bae4 || 0 0 0 || 0 0 0 ||
3d2c88475118b53661f454f88d03f046 dbb78e5b6c7f76efa9c42a5e51fd92d6 || 0 0 1 || 0 0 1 ||
dd750c994b4948151b721e6cbb7d66d8 b3c65ef0e274ec05783278b57dfa2335 || 0 0 0 || 0 0 0 ||
63c679a14c23efc9109c9196a1b5ad6f 8855229caf19b57878be6b4a231b8003 || 0 0 1 || 0 0 1 ||
a3c4b3f51dc53d391e296ae833491185 354eb1276f70ea49775d57bc11e8eb44 || 0 1 0 || 0 1 0 ||
09c76628b154b6cb827fb0aea22e1109 3ea7e0b7a44293c5769cd65eb54db1ac || 0 1 1 || 0 1 1 ||
c5881aeacdf53b011d5c6f391c431ef4 f56891010635a5652b4097bd1ca7be37 || 0 1 1 || 0 1 1 ||
dad3b7d3eb3dbda6350e3592b27e1a3a 2a41ca49fdcce0915c6f91fbea1cef50 || 0 1 0 || 0 1 0 ||
609def8d3e8afbe3ddac8e5954aa5099 19ef2e55f6d23ea9febb1d15520bdc12 || 0 0 0 || 0 0 0 ||
2093f040d6a874b41ca8dcd2a015be5f 3035d3ca4c64ff9785c43f9b2dd03dfe || 0 1 1 || 0 1 1 ||
9876473fa02fc6987ae0194d644b26d2 24fdb7652e2342156bbe41f406020be5 || 0 1 0 || 0 1 0 ||
db50801b5a5076e42c3d68184080020d d888ad3a4399ef4e8e04c41fe9d65dd5 || 0 0 0 || 0 0 0 ||
96e386b0cec1a980b8cd0edc29b3b255 8494b357afca3de13493917b09e47484 || 0 0 0 || 0 0 0 ||
055ed159624f853d25f02b7f26865f81 0da2d5de7b9e56a6e5313d12b6bc454e || 0 1 1 || 0 1 1 ||
6e47d7dba8ec0232dc87e34d07beb52f 279b1b79efc354594261599db59e5237 || 0 0 0 || 0 0 0 ||
f8e2679a6d3cf40cfb76750606d2b79c 6b6ecdf9780d239635676af03a0daa08 || 0 1 0 || 0 1 0 ||
9b935ed720788f8bc5261c0a66b53056 f631d8893acc8c5f3678926319263cbe || 0 1 1 || 0 1 1 ||
8a29bc5afd25989d0d80a29286c5523f 476efcc61017145bad2dd45da348bdc5 || 0 1 0 || 0 1 0 ||
57223bc5bf95e946801c53a86629bf53 0388d06bdbf8fffa166be6a116790167 || 0 0 0 || 0 0 0 ||
b97d945074ac7fdf0d05caf1c87b704e 27c7b3feab9a45f8d0be0dda13b0639b || 0 1 0 || 0 1 0 ||
a044ed7724739caf8500705908c569a6 b60dc0882b1b9d3537b4e64ef485409e || 0 1 1 || 0 1 1 ||
eb84f23253ad1fc66f30bc57de3fff7a 8cd9e20a3e70936c270b11815ccefdaf || 0 0 0 || 0 0 0 ||
22aa9dc0fa0471d68a0c88cc7b4667a8 892470ad7d16e76905c9c290a13da894 || 0 0 1 || 0 0 1 ||
9ddd53b0ca6e39ddb661615d5335921c 4da64d9685b7911bd8d0d7ac0863330e || 0 1 0 || 0 1 0 ||
c0d1cf76bad5279ae893b05a3e07e80a bc6d050e91735d60bf711e8e37894a8d || 0 0 0 || 0 0 0 ||
a0bb5f58f07066931bc00d9fcb7e7f6e 5a340395daf5bfea971666966cc7f101 || 0 1 0 || 0 1 0 ||
79844d00dd780d8a29c8056ae008a4c3 80749dc59f48271a731c18098b2ec2e4 || 0 0 1 || 0 0 1 ||
ead92d2d451fc2a30326cf40ec053525 73575bab9d9b94aa88f48c22f3ef52f0 || 0 1 0 || 0 1 0 ||
b8f61b1966fbd2219e7f6e0164f34c55 cb28f9998d8f72fc5da33cc46e448054 || 0 1 1 || 0 1 1 ||
d5569a41aa812a93373726df312fb4b7 a24a5f5f6bb501dff25cfe87b2acf8a0 || 0 0 0 || 0 0 0 ||
8d293059a64b09fb9eeafb43c6b5b9be 809a8c8e889fd3a2313884ae5f91236d || 0 0 0 || 0 0 0 ||
b03b831eb56dde3e003ec2b4a69c1a30 eb780745e1405ea81c53c50e8d343cb6 || 0 1 1 || 0 1 1 ||
c3895c2dcb86c72c2419254f9ffb7182 358394b0fee223ac629a05973424b350 || 0 1 0 || 0 1 0 ||
a1cde65bd10d11fffc53529b242b1e8d d869d5d076ac99cc8bd9c149c1f1fbf4 || 0 1 1 || 0 1 1 ||
51df459b73e7c7dfe331b842c2e36d35 d77c26f22a97369ba1ea3b72ffed3be0 || 0 0 1 || 0 0 1 ||
de7710f4e95b7a207c7c26d722003026 0f6628fb7fb312e6a34ac8206c2ea0e9 || 0 1 0 || 0 1 0 ||
d278282c69cb2dffbd153d1919613af5 2a7cc5542d2678ac6dc71f6cc9a371c6 || 0 1 0 || 0 1 0 ||
31cff28353e101faa70e0329132579b4 99d26b66c4e8fbadb8e1e71f6eddcab7 || 0 0 1 || 0 0 1 ||
641eb718162badc1e1716f351c415648 162cfdb123fa2987faaec96b378e6ca5 || 0 0 0 || 0 0 0 ||
c72f6cdad0fcdbc393b231855efab72c 2abee4beef1421563990064d335de7e4 || 0 1 0 || 0 1 0 ||
dd53ab8cd41e62d20cda94094a467119 08fab2588afbdbae4812844eb0e2c4e6 || 0 1 0 || 0 1 0 ||
75ea56aba8620c34f8a131019bda0ccd b2d0b7212c661e0fe3ca44030e3f572b || 0 0 1 || 0 0 1 ||
39b4d97de0bdef67d87e942f0efde1af 63c0f35b5c38e3d15eae1262920921a5 || 0 1 1 || 0 1 1 ||
7c916655720cc4846565f8b178b4f846 f721067f01aba8aec658f01a19ff264e || 0 0 1 || 0 0 1 ||
2ebbf39e32632597b0cd468c77bd61e7 328a0af4bbbd897571c06b387d0a69f9 || 0 1 1 || 0 1 1 ||
76cf39699ca50e9360c19a59496c29b8 da9633a400e772d21f8e9828e83539f7 || 0 0 1 || 0 0 1 ||
23e963000c6bc5d4eb7ca84bfc97d148 bff9dcb46746770cbae7c30f98bd9f42 || 0 0 1 || 0 0 1 ||
c6b8bb82ec7a6f608e0c36dcaaca14f4 25389dd121803c99593515452e864daa || 0 1 0 || 0 1 0 ||
3376123996c84a0474bde1a9055a362d 0bd68af29cf0394a59a1266584be469a || 0 0 0 || 0 0 0 ||
7e21d747fa8d1be185de033f1d9c5516 b9972b51edd7e3f02321bc4dc09cfc33 || 0 0 1 || 0 0 1 ||
07e4c5a43ff2125a42b3071fc5bf9a6c fc0bb9c7d7d94e92d7d33b80b0ec4914 || 0 0 1 || 0 0 1 ||
b8699a8eef171aa85cf3f75c4a44e352 2fc6440bb63d84b1217acbb9c330f9cb || 0 1 0 || 0 1 0 ||
ff37d3a6f663bf0e7c36a1f0545c8198 1425432d6f3f0c9c1ac22ffc5ec5880c || 0 1 0 || 0 1 0 ||
7e05cc37804aa57a5b19a7d74d888ac2 0543e6399662e6e4c8c1310a79d05f8c || 0 0 0 || 0 0 0 ||
715b1f7d11a884255c710f5fc3e2c55c b81100c5fdd1bc73430ed47c3874c36a || 0 0 1 || 0 0 1 ||
e807d86b76f2725669f35c36eff2b7b7 688b9fb223b7b589d647fb8c6c9fea0b || 0 1 0 || 0 1 0 ||
d025aadf1e4fb1345ecc16897d1b7428 48bfabd5127219e2edf970dbf626f554 || 0 1 0 || 0 1 0 ||
7c768fb940cff98d8ef50267a6af63d0 63b2ceb66cbd7b18c70ff10a1e3a3d04 || 0 0 0 || 0 0 0 ||
e6e30b8ee93837d6f2576e77e674591b 52554f71fc91d0e5c7768500e29743ff || 0 1 0 || 0 1 0 ||
87032edc9e58e9edcee727fcfabec955 cb563e60c820e4a6618959ae73eb4406 || 0 1 1 || 0 1 1 ||
203c387d5875cf2c0e1a802fb84d11f5 43e21ef4b7de257d98ad7cbd4bb5f312 || 0 1 1 || 0 1 1 ||
bbbb78d57e623f55d0e0766af9e1536f 11c0605b9de36fd3cde60e8f719d20f1 || 0 1 0 || 0 1 0 ||
990e8e28813d86f50f8d3aeda05b831b 6124884a0687e741ed29d210f712c1d1 || 0 1 0 || 0 1 0 ||
4875253eda92a3a353f4412b4094123f 777d3f6ec0be31516173c447f354e5ba || 0 1 1 || 0 1 1 ||
f0dd955c2663a68b276105ad968175c2 cde3ee6140b8e51bbb3f9c97b4deb669 || 0 0 0 || 0 0 0 ||
cdc70e9d0b7f674e8fdd41a48eb13744 64768aa1ab8cbd5b6e7858b849d01f40 || 0 1 0 || 0 1 0 ||
68da282c082fe771cac03e9b9001c73c 5f94907fefd1f5f07895cf9bba2012f0 || 0 0 0 || 0 0 0 ||
4b1b612182a84bb2c63cfb3af4148618 3f31b8002ed06b6e7b25fc13c6026c12 || 0 0 0 || 0 0 0 ||
392f62c5745726910eb26ff1030c7ac4 3bf5763801cba8636f95fbad5ae3aa3e || 0 1 1 || 0 1 1 ||
9be67372b1e31d663e0070721b836e53 377fec174e023f40e6983b8248b17093 || 0 1 0 || 0 1 0 ||
d0edd76d9ac15d13a1fa381a55231a70 28ecbede1683de7c9ab6f9756e4c9ea6 || 0 1 0 || 0 1 0 ||
9a91803c55f648e1bf9f6f400a9b4b78 8dd842f2affda9e35654b6acfb8fbd50 || 0 0 0 || 0 0 0 ||
89e51188d69acabe020cda79f1e313b2 fc464a7e9661908f4e35e1514babc9d9 || 0 1 1 || 0 1 1 ||
f2be2facb05c6e6556d62f2d1170cc51 43f34d85a9beeb924abf551f22d50ce0 || 0 1 0 || 0 1 0 ||
6fe9bba87df136657bc571a8c56c24fd b4dddef4249adcbb9554d98826eaa94e || 0 0 1 || 0 0 1 ||
a1c968b8bd97b5d0815d80843ecbc6d1 0517b0a2a2617980e22da18d87544679 || 0 1 0 || 0 1 0 ||
842f3cec1e2f409290a92864e5c1d5c9 2a9415222645463523cfac51adb5f59e || 0 1 0 || 0 1 0 ||
63c402ac159f33bdf5aa36e3c2ea81f2 4d4871c3098483b907e3899e62036e4c || 0 0 0 || 0 0 0 ||
8ed0a0c19b56acd63aba93b6b2dcbbc8 4fab7cd72db040be5f1fb741d1676499 || 0 1 0 || 0 1 0 ||
ded99efe73101350f550f6f0b8b9ba34 1ca0ec253464d33d208113c04514a881 || 0 1 0 || 0 1 0 ||
ca999de9e269f23a4077e7ed6b157b43 16c4a2b19e20f0a61827320c39e6335d || 0 1 0 || 0 1 0 ||
44a2345fa349966966f047ed3cd78492 94e609ce6897e635cde378464d86ac93 || 0 0 1 || 0 0 1 ||
4e7d53ff2634fbb8d54887a50109d317 9c60879a26b235ff534d6f9d72322218 || 0 0 1 || 0 0 1 ||
108a7b463cd9a7e849943506f0d29be7 f5683609f55919b8e4a601dbe8b88bb6 || 0 0 1 || 0 0 1 ||
da2cbd53af20fdb6c2b3379d77fb9701 cb09d571a9c7fd4fd747b2c7e5e1e722 || 0 0 0 || 0 0 0 ||
7c250757af0856ce7fa8234b82f03a22 feab7d82d1d67e6e8f2a82000dc55a64 || 0 0 1 || 0 0 1 ||
f48e594a271fa02494ebbe9166156490 10e01a825febd79dd9b9f7b4ccba6591 || 0 1 0 || 0 1 0 ||
75ef3e13d7aa2bc7e5d1845f5e402857 22dfb81b53a2637b1cfad9dc187139d3 || 0 0 0 || 0 0 0 ||
7cdcabfb06a517af17855c6bede2c5ba 87f00323974e6e41cd7dc056a90fa318 || 0 0 1 || 0 0 1 ||
7b763073040db98d3a91eca10aca03a0 34c2d0a7dafa9bacf042d98cbc1ab7e1 || 0 0 0 || 0 0 0 ||
0e85a49869efb401a57e56a390bd5fba ccb8cd062cda54c68867d10fba5815d4 || 0 0 1 || 0 0 1 ||
4f7c2b1af4a91ec788b2f3c86b760d18 32abeb32981f8d5fb734eb8cc5f4f4c8 || 0 0 0 || 0 0 0 ||
18fa4df9f46dbecc5f7640201775b267 19bc83ceefe5faf2f153b6c52c32bca5 || 0 1 1 || 0 1 1 ||
0f0ae7f2fc51e63978a599f5d9987c55 db88b871a018053f7cce5340ab15d7c5 || 0 0 1 || 0 0 1 ||
1fdd225a6c2522492f638a7a43649b34 14a13a36811eb5c539197234a9d04aa0 || 0 0 0 || 0 0 0 ||
db39aff9b455c43d9e13b8220ffc56e4 5b83edf5306a514050c87e642e20e212 || 0 1 0 || 0 1 0 ||
d4b3f0ac2dddac7075c70bb84d10a3ea 1888b4c84cd8a0bd5e65719f1d499779 || 0 1 0 || 0 1 0 ||
dc4dac421069c9c4fc916ab13a849bf0 fe4b1874dafb9f5f3b3fc76b1b0f8674 || 0 1 1 || 0 1 1 ||
bbc0cec0d4997fac6b768b39fb34a74b e61ea61aa3d9590c2126b7f4f3164630 || 0 1 1 || 0 1 1 ||
d5e96878e174746eede2bd05296da3c4 7a2ccde365ce7a7333d54f724a1e888a || 0 1 0 || 0 1 0 ||
1b874e57289e2424c8d95ac05c938f2a 47ca611ed39510c2e80ab8d23363eaaa || 0 1 1 || 0 1 1 ||
fa296adc4ca6f7da6ce4e643ac689216 8615773d180543ae431ac4c86643b8d3 || 0 0 0 || 0 0 0 ||
38240c3b5c87bf76b4bd08c6c8a314fe 4cd394054429f618b2056c99c1c654c1 || 0 1 1 || 0 1 1 ||
9d709a361e5ca1a014f99d946cad0919 3ddb4f44691082bc8a288e9f5c615978 || 0 1 0 || 0 1 0 ||
1c7d990e50a1a1098eec549dcb4d5874 0cf2b3be92ebcd0b3faa7cbb7719b65e || 0 0 0 || 0 0 0 ||
14cd30d15a5713967b5c861ef524eb24 3aa4968c38e234cc393d287601422ffe || 0 1 1 || 0 1 1 ||
c002d678d101e72c4ef7b64e4c7ec5aa 640c80b635eb8db7f353f648bd4c985a || 0 1 0 || 0 1 0 ||
bc256e5a64e0191604b947418dd02fc6 8adae089aa404f24e9288edfa6b9eece || 0 0 0 || 0 0 0 ||
895f1b27d1f47506104d2ba93cc32689 6c394a359832b137ae74d6f0446b1afd || 0 1 0 || 0 1 0 ||
8c36672d389ee1bc698ffa8bc2bcd762 2719f469ef61ce8e063409b0a18f5649 || 0 1 0 || 0 1 0 ||
f5ca359a644d656498cb86846f8547d5 e9d4a870427ac25fc09861bb9525f3ca || 0 0 0 || 0 0 0 ||
4afac6c8c40c0e561302609ea83ffdca 3b477a7de1064c58c7266f5495bab37c || 0 0 0 || 0 0 0 ||
d062dbe644e76d609aa1e3e8df396eeb 9fa51affd4170d897b2728d19a21d3e4 || 0 0 0 || 0 0 0 ||
b7b3ec99afab269b6c3d48ad62059628 e920eb5ad914f1a4f4a3ee01a87d24dd || 0 1 1 || 0 1 1 ||
3004271196ce82d43c9fd5596695c0ef 7408008ce1bd8519cec8b0fb3a69300e || 0 1 1 || 0 1 1 ||
e39dc5c45cc8dbd038f9c1d36d4aaa41 20b427b5b5870cb8f0aed2f36e6288ed || 0 1 0 || 0 1 0 ||
7d0eb037ecc9161a64fe5f37218eba89 38ea01a259eeb2211c076c88694f7379 || 0 0 0 || 0 0 0 ||
561f391890e7a58ca6984d8d7c4f5bb6 d77110f2d615d16661da771f3376cb1c || 0 0 1 || 0 0 1 ||
adb104af3af1c907cf168f9e81d9e928 b3bd9e27eddfa3f9669f9ae32ea4687d || 0 1 1 || 0 1 1 ||
087ed420b4e36067638cd23e880561b2 be98d11f3dd3285f258af52280fa87a2 || 0 0 1 || 0 0 1 ||
5732c583772844b022b306a67534d353 1059be69210e99c158646493338dc3a8 || 0 0 0 || 0 0 0 ||
c62d518c6a6d85d9c4daf54af01ccd3f cf773156b3efd48fc3227e5cf0851845 || 0 1 1 || 0 1 1 ||
d9c2dda6a914ed6f026163e4c0e00e7b 6b92df6b281ce7b99e3ad04ca0e64e74 || 0 1 0 || 0 1 0 ||
23f2c49a794b7baad3f4911f30b76a90 db55925751eba47edc43e14a7398f9d8 || 0 0 1 || 0 0 1 ||
5922b7d6eb17609a64377734820ebd42 48fd36a1b334583e2357d146ad265067 || 0 0 0 || 0 0 0 ||
0fdbb4be1530a0c5a42c2e6b156bb985 5dafdb220e62d1ed7e024c08911e0c85 || 0 1 1 || 0 1 1 ||
d55b0711a6e86024305697673a7b0592 22d458fa7796d384d729423d9c729dbe || 0 1 0 || 0 1 0 ||
46fb4de0861ee958c208585c4387acf8 3c158a6d69f61953ace2fc277a2b5e2e || 0 0 0 || 0 0 0 ||
1bce70d272cac3b5220f8415453de9b3 8de1c34eb419dec2297d64d7c9574047 || 0 0 1 || 0 0 1 ||
d39bacd90a52f016329100a3a5639dd2 b47464ab9ed0e3bc4abe794694c6a607 || 0 0 0 || 0 0 0 ||
4d5d216eb24095297feab3fdc696d5a7 8108d23f019166d6d8441466937b6120 || 0 0 1 || 0 0 1 ||
e28b96b199ea9c176aafd2b8172aef32 11b639e7f7cee304a432e88eb6335c1b || 0 1 0 || 0 1 0 ||
f4c33b8d8ff1f851a2068c35ead0f6dc 7e8ef41c0643d53c6b75154bd8889eb9 || 0 1 0 || 0 1 0 ||
4dd15e87f46240e128d622ed0995b1c3 460a13d0df86030df0fed7174f97e0e9 || 0 0 0 || 0 0 0 ||
884a4eaac7ccad44d0401402691f526e 9a6f2db79ddf0524b5077037ff7c9dba || 0 1 1 || 0 1 1 ||
22e194ba2dfa42d5183dcec56c1fd281 22db0bdf2948779c27fd57a8acc55f46 || 0 0 0 || 0 0 0 ||
febec81086384a4c3d37ac8d613e6721 341653b77267a032c9e051de6169b55d || 0 1 0 || 0 1 0 ||
b8245e3f8f4182a17ad5d47df6f00ea7 b9afe2c9ce6d6785f6aef0093c26db6c || 0 1 1 || 0 1 1 ||
5504a7ab98efb09ea2653fa50a477851 b895335e9e4e5c0510c26ac17d62cce5 || 0 0 1 || 0 0 1 ||
e6f7b7e54a051212d42832b1c14b9757 023c4dcd25fc15cc49b1c6f43c8207d4 || 0 1 0 || 0 1 0 ||
73a6283636a6446831c7d2cc65d220a0 20fe9c32abf3889245bc2a0bcdf07934 || 0 0 0 || 0 0 0 ||
0fadcaee11be7ff477a535a730783993 78f3809a4fc5eba03b0f395e6f4fc483 || 0 1 1 || 0 1 1 ||
9ad1341fc162d6578ad87277ee2073c8 78fef51e2cd20ccef687eea678efa0d9 || 0 1 0 || 0 1 0 ||
2aa622742234077e7b19cb04d2a7b19c e7cb420e0e6bc4883115a641a805beb3 || 0 0 1 || 0 0 1 ||
cb34cc71751952396f1eb0d66725d958 210a55718b97346af376d84ec416d948 || 0 1 0 || 0 1 0 ||
92250156c0fb74200da6e7f8a73bbfa4 3fd66b41b2c56c6a42842b9bd2c5841d || 0 1 0 || 0 1 0 ||
f5f02f3b9778c5c6f004cdc8b1e04c4f 49319e29c3609e91244c54c08e403313 || 0 1 0 || 0 1 0 ||
6b0177e5e03540f360a5e6121d6157c5 0e037536eb88d8584590f969bf89eb3d || 0 0 0 || 0 0 0 ||
5241261eecb8e005280a4a04b7e2ce93 fc4172d607519960b60537593b9ff11d || 0 0 1 || 0 0 1 ||
de78fb3d310d1880ffaf44ff07974ee5 a7a59cd1d2effcf1b79b79185d96c2c5 || 0 0 0 || 0 0 0 ||
247b9014757584795b9402b5b142c796 b02bee324310cb9634faf40b4e0f3eb0 || 0 0 1 || 0 0 1 ||
727a778c9a8665569ad3784d90ceceed 447ec572e0927f9194b3a167ad3d4315 || 0 0 0 || 0 0 0 ||
f027cefe2a60c66ae71ded2b205b6878 3db9db66e8706ca604f55848976e558a || 0 1 0 || 0 1 0 ||
d9e961ed337d4f6499a396340bf82824 eaedc4f3ee50b29eda891efe59b19f10 || 0 1 1 || 0 1 1 ||
9e790db3173e9598a7fc94403504079f 423395c04e41ddef496cffd368f65951 || 0 1 0 || 0 1 0 ||
bae26bf22a6258d4a06bbd4fe52bfac9 76bdb0f8a3981f1fa926f20463f75a4a || 0 1 0 || 0 1 0 ||
c82c1b14015862ee0fd153ff4df06c1f e86bcd90cde7dd257068f7be28f33243 || 0 1 1 || 0 1 1 ||
c0512db70ee0202a348ed885909ae1ba 88c7cc2ba5f34154f4251dc204abba10 || 0 0 0 || 0 0 0 ||
c79ff0374759d09ac8588063f87d832d 0ab5d4ce5bbd748e775dbd8348d185ab || 0 1 0 || 0 1 0 ||
1f4cfa1addee823bbe3c7b790a1c69f5 9fa6da11b7f1a23b918e6ab930290783 || 0 0 1 || 0 0 1 ||
0fce5d4ff9eee7fcdd9138952f98c962 04cd4d16742858a6a37e6a547db2bc82 || 0 0 0 || 0 0 0 ||
1eecea0163f0cbe465afb78d1d8c6b14 bfbbecd2e31ddedd22fec94ded51c79f || 0 0 1 || 0 0 1 ||
cd7828d790a72765a88d65e8944c6774 3b45e6d6459dc9346ce126950378a24e || 0 1 0 || 0 1 0 ||
e246f92abbc477bab276bb8a91141ed8 479287e2840e9515daa3f8b9c0126f02 || 0 1 0 || 0 1 0 ||
c2e2e79bf2dca9ccf7aa900608b7cb6a 27edbbe8d7f28d4b3bf7c8d1fd18c8d5 || 0 1 0 || 0 1 0 ||
33b714949e500e1e63ab0eb823b14e0b e833507ef34ba65a679705d55fadc71b || 0 0 1 || 0 0 1 ||
d6c98365e6d07abcf565ffc7f7a91bf4 bf202c49403f2d12677a8232346b5f1b || 0 0 0 || 0 0 0 ||
d02953751b187058e86b2f487244f0e4 ca9bc98345cf41ecad72ffb4dcf55d11 || 0 0 0 || 0 0 0 ||
5acbe21358b245651574bad9ade6017a 4a2148599386dfbbb5454fe0343a95c3 || 0 0 0 || 0 0 0 ||
05f115f017b7d8f7a0cf57bf2c128dfe 44254d62c03cfc18f987f8bf3444182f || 0 1 1 || 0 1 1 ||
8563121be35b758a5b9dcf550ca196c5 ee2c6d62c4106eba762c0733a4e531b2 || 0 1 1 || 0 1 1 ||
cc3ee5c2ffcc38b22d7761591e6e320e 37d0a0cc2700814cec1ba443e2e410e3 || 0 1 0 || 0 1 0 ||
ff34bc7b26f64763f5f3722b8e75057b b1e12fde3178f099c1392eaf77dbff4a || 0 0 0 || 0 0 0 ||
58b3d95c76e93d2be225502ce42edb12 eeb283756dfa69bc6eabf89a2876a33c || 0 0 1 || 0 0 1 ||
90fa21e08b935c4b6b0952fa2718581f 4bd42d58a49abe08844de9d54b5a8e90 || 0 1 0 || 0 1 0 ||
c6662b8e9b9115879a6112d4347e0c96 e8efc8866dd832f21aaa003fe11aed2f || 0 1 1 || 0 1 1 ||
4b63de5e2d5c78ef5c03b69169e7ac50 c1d0d1aa4c46a71ef8f033f079763e8c || 0 0 1 || 0 0 1 ||
30ce3a13d093bde537458b588287bf05 0fb4bb8d7eb41bbe0efbb8760b183efc || 0 0 0 || 0 0 0 ||
740c411f5678f9da81fa10a652fe24da b50decd28c087a1eb8100016e1c8c98d || 0 0 1 || 0 0 1 ||
2959e0801c3f46fcf5a1a2f91f8b17f9 ae36ca03c0acfe9f920d3b321128f304 || 0 0 1 || 0 0 1 ||
e9aaec780c8d073485b9b88e5db3ba13 0804a7af8d80dc8fc0c887dfc46ef93b || 0 1 0 || 0 1 0 ||
a9a7927580b97d0704f18f407d381f13 40e865efbb8638ba1e99d5accb8c4b8c || 0 1 0 || 0 1 0 ||
31fcdfe48969db0788be7d4d0f3338b7 535af3b36c523cbae0a782cabe6de6ab || 0 1 1 || 0 1 1 ||
e8bf38a887d5010ee433629ea72fc49f e20938e4569ce2f82d83f30cde2f4bc4 || 0 0 0 || 0 0 0 ||
e8b1a91069224b87d6854bd0b90fc2dd 2c3aebec15b1f2fde3476ee1a34a8aa8 || 0 1 0 || 0 1 0 ||
3176ea24c76051442255320cc2eb7a7d c9fe6e700cdb065014bc297d65d99bbe || 0 0 1 || 0 0 1 ||
0d25185327c27f5bfe6fd141faa1454b 42ed21bd038d011ea29e2a83d7fc8426 || 0 1 1 || 0 1 1 ||
dbfd7deaadedcb5fb4ddab4b9936cc70 306d2bd530796ab9df4e4017653aca76 || 0 1 0 || 0 1 0 ||
00b2cbcf9123d1c4b29259e65e5d80ae 9c33b3897cd73c50e43a8116c8753905 || 0 0 1 || 0 0 1 ||
de8a5c610397cda49ef90b65254c9c53 57f8a100c49b461ca426b3713cbe96ad || 0 1 0 || 0 1 0 ||
e444ec562352719cd2a086e2bbb97fe9 b5b9775298d36ad33ca7f8cf060eb532 || 0 0 0 || 0 0 0 ||
1a92f476df1b68d3236f0949acdbc6ae 3c8fbe59f1293288c0b8d72e79adfd04 || 0 1 1 || 0 1 1 ||
14781b02f1d62c488200605d2db462a9 5e44c0c4e14c22fb0378a58af8515861 || 0 1 1 || 0 1 1 ||
cc817ad3ed6ae5623337300b6b3bcb6b bd1d054fea2bc5426fc4c805504aa97e || 0 0 0 || 0 0 0 ||
824f77ea6957bb50f0bdac16f95a3569 658cd58de1f4b6f3b3eb4d06345d4c8a || 0 1 0 || 0 1 0 ||
