c859cba7 a700a759 || 0 0 0 || 0 0 0 ||
62a15478 f358b6ff || 0 0 1 || 0 0 1 ||
64a05e5a 9a342f6b || 0 0 1 || 0 0 1 ||
6f18cdb2 c006c351 || 0 0 1 || 0 0 1 ||
ebadee1f 68bfb397 || 0 1 0 || 0 1 0 ||
57edbdf8 e7faa7fe || 0 0 1 || 0 0 1 ||
66ffe167 403dd00c || 0 0 0 || 0 0 0 ||
e3e7b148 fc0a4a9a || 0 1 1 || 0 1 1 ||
da2a61b9 fd91bd89 || 0 1 1 || 0 1 1 ||
76c012af c6d715a8 || 0 0 1 || 0 0 1 ||
952db660 9cf9e6fe || 0 1 1 || 0 1 1 ||
b43f5ab7 67441f95 || 0 1 0 || 0 1 0 ||
31cecd30 c5e742de || 0 0 1 || 0 0 1 ||
368b6de6 465d5141 || 0 1 1 || 0 1 1 ||
1754a4fc 7d511d42 || 0 1 1 || 0 1 1 ||
997f9e09 214dc751 || 0 1 0 || 0 1 0 ||
ce534dc5 022f7395 || 0 1 0 || 0 1 0 ||
b62f1323 e25bd2cf || 0 1 1 || 0 1 1 ||
c141cb7d 2148e812 || 0 1 0 || 0 1 0 ||
f49d0cc2 323a0308 || 0 1 0 || 0 1 0 ||
2a7f9bb2 36b3a08b || 0 1 1 || 0 1 1 ||
cd9fbcc0 65a9c7ee || 0 1 0 || 0 1 0 ||
145cee04 a93e890c || 0 0 1 || 0 0 1 ||
61c8de37 1f1759e5 || 0 0 0 || 0 0 0 ||
8efb269f bdad93bf || 0 1 1 || 0 1 1 ||
ce2fc8c4 187feff5 || 0 1 0 || 0 1 0 ||
a2d67280 29efd124 || 0 1 0 || 0 1 0 ||
3d64a1bc f5c2c765 || 0 0 1 || 0 0 1 ||
8fc5259f e5547a5c || 0 1 1 || 0 1 1 ||
418c1a42 ca53ec6c || 0 0 1 || 0 0 1 ||
4265e3f4 1179a824 || 0 0 0 || 0 0 0 ||
eeba99a9 67bd4dbe || 0 1 0 || 0 1 0 ||
cf2ce922 b341fed0 || 0 0 0 || 0 0 0 ||
37bc511e 0f145fbd || 0 0 0 || 0 0 0 ||
602ace0e d9c03e04 || 0 0 1 || 0 0 1 ||
13714cd3 6cfd25a4 || 0 1 1 || 0 1 1 ||
8d0aaa9e 3a7c9a8a || 0 1 0 || 0 1 0 ||
e703aaac 1685f8d2 || 0 1 0 || 0 1 0 ||
1c0df4f3 916a793e || 0 0 1 || 0 0 1 ||
442a6522 a57d4013 || 0 0 1 || 0 0 1 ||
a4548db5 ea148710 || 0 1 1 || 0 1 1 ||
b50b3718 9ef705ab || 0 0 0 || 0 0 0 ||
85d21d0d cd95fd2c || 0 1 1 || 0 1 1 ||
ca135a51 2c54b62d || 0 1 0 || 0 1 0 ||
fbf2cd19 6cd0fdad || 0 1 0 || 0 1 0 ||
ca8283eb 3dddcd4d || 0 1 0 || 0 1 0 ||
aa39bc1a 69cf7c5e || 0 1 0 || 0 1 0 ||
8b1d9745 40da082e || 0 1 0 || 0 1 0 ||
87bb83d7 fb1679d5 || 0 1 1 || 0 1 1 ||
160c4267 323a487f || 0 1 1 || 0 1 1 ||
7af9d19f e257ca8a || 0 0 1 || 0 0 1 ||
bc96d5f2 5c9d83c6 || 0 1 0 || 0 1 0 ||
b922e9b1 da2f3797 || 0 1 1 || 0 1 1 ||
e3641767 d793a091 || 0 0 0 || 0 0 0 ||
6c2817b3 09e02c89 || 0 0 0 || 0 0 0 ||
51fff107 6c506686 || 0 1 1 || 0 1 1 ||
8f1aaf9e 3a82152e || 0 1 0 || 0 1 0 ||
9a590a27 f8a4a02a || 0 1 1 || 0 1 1 ||
54e9fdb6 67e888c4 || 0 1 1 || 0 1 1 ||
bcb5fc1b 105bf137 || 0 1 0 || 0 1 0 ||
9ed004af f87cebb5 || 0 1 1 || 0 1 1 ||
c612a213 b7b0ecdb || 0 0 0 || 0 0 0 ||
d3871361 1a38bb22 || 0 1 0 || 0 1 0 ||
e92fa8f7 7fcc1cbc || 0 1 0 || 0 1 0 ||
c6dd9a32 a5df1fb1 || 0 0 0 || 0 0 0 ||
20711e5c b4029051 || 0 0 1 || 0 0 1 ||
f60b591a 3c4968b4 || 0 1 0 || 0 1 0 ||
68a03c39 ae9ce892 || 0 0 1 || 0 0 1 ||
ce4601a5 0ca9f1b0 || 0 1 0 || 0 1 0 ||
6e7cc221 e0ea9fce || 0 0 1 || 0 0 1 ||
caa9fb6a 000aa91c || 0 1 0 || 0 1 0 ||
fc7123f2 8693344b || 0 0 0 || 0 0 0 ||
4bd8f651 ce4c4504 || 0 0 1 || 0 0 1 ||
8a63fcaa dfb86eef || 0 1 1 || 0 1 1 ||
bda4aea3 5869aff3 || 0 1 0 || 0 1 0 ||
c29bb665 d3588601 || 0 1 1 || 0 1 1 ||
69898166 20e27342 || 0 0 0 || 0 0 0 ||
25e39fa1 8b199f40 || 0 0 1 || 0 0 1 ||
70820488 af9136aa || 0 0 1 || 0 0 1 ||
25fa17eb e0889b85 || 0 0 1 || 0 0 1 ||
344caaac bb64023d || 0 0 1 || 0 0 1 ||
1d981684 107aff1b || 0 0 0 || 0 0 0 ||
d6f63b3b 81390e74 || 0 0 0 || 0 0 0 ||
840bc03f 81c11440 || 0 0 0 || 0 0 0 ||
c1848a60 5b7cfb5e || 0 1 0 || 0 1 0 ||
df1ec12f 4dbdef0f || 0 1 0 || 0 1 0 ||
5a8aec93 1ef045c6 || 0 0 0 || 0 0 0 ||
04ee1af2 312af395 || 0 1 1 || 0 1 1 ||
a3c31fb0 d3dafa3c || 0 1 1 || 0 1 1 ||
6d7ebb20 44c88bec || 0 0 0 || 0 0 0 ||
bf012b4a 37311eba || 0 1 0 || 0 1 0 ||
0e3f5a83 77cfa7a3 || 0 1 1 || 0 1 1 ||
da6ed64b 3dc89104 || 0 1 0 || 0 1 0 ||
8b5a51e1 9baa4d5b || 0 1 1 || 0 1 1 ||
8876f5d8 be64d405 || 0 1 1 || 0 1 1 ||
91e9010a 4fb3be28 || 0 1 0 || 0 1 0 ||
d6999cfc 25c8f759 || 0 1 0 || 0 1 0 ||
989bc7e4 d719cc1b || 0 1 1 || 0 1 1 ||
40759771 ada02840 || 0 0 1 || 0 0 1 ||
17b3e4c8 9a27bc80 || 0 0 1 || 0 0 1 ||
3d2a546c 8a3b2c57 || 0 0 1 || 0 0 1 ||
f26101ed 3a545d91 || 0 1 0 || 0 1 0 ||
1bef7f95 b4533db8 || 0 0 1 || 0 0 1 ||
e2c99a38 743da774 || 0 1 0 || 0 1 0 ||
2883bddc 3080242c || 0 1 1 || 0 1 1 ||
9023324b e69bd6a7 || 0 1 1 || 0 1 1 ||
d7b5db57 35b73b8f || 0 1 0 || 0 1 0 ||
65135bf0 7884596c || 0 1 1 || 0 1 1 ||
923cabff 85707026 || 0 0 0 || 0 0 0 ||
aecf7a03 4b21a7ba || 0 1 0 || 0 1 0 ||
3fd62748 56b7226e || 0 1 1 || 0 1 1 ||
a98737de 669024a0 || 0 1 0 || 0 1 0 ||
0684ec21 ddcac34d || 0 0 1 || 0 0 1 ||
b343db5a b3b7aa95 || 0 1 1 || 0 1 1 ||
62c92ea2 0e6b55f5 || 0 0 0 || 0 0 0 ||
a80667b0 5ecd1b11 || 0 1 0 || 0 1 0 ||
1099e06d 2e9b7821 || 0 1 1 || 0 1 1 ||
8f2674f3 6858d240 || 0 1 0 || 0 1 0 ||
7ecbe3e6 307bc516 || 0 0 0 || 0 0 0 ||
7fb124a2 59525171 || 0 0 0 || 0 0 0 ||
b1828b7d 07c6671e || 0 1 0 || 0 1 0 ||
7714e5f9 c284887a || 0 0 1 || 0 0 1 ||
8266a63f a04f213a || 0 1 1 || 0 1 1 ||
0cf58522 610db8ea || 0 1 1 || 0 1 1 ||
8a9d3571 4e133647 || 0 1 0 || 0 1 0 ||
b8e79ea6 dae6cb12 || 0 1 1 || 0 1 1 ||
50121bbf 0ee478c6 || 0 0 0 || 0 0 0 ||
906e3adf 877fcd03 || 0 0 0 || 0 0 0 ||
11e7a8ec 023f2677 || 0 0 0 || 0 0 0 ||
ff4495fa d5d8f750 || 0 0 0 || 0 0 0 ||
53f2cf21 b3a9aac1 || 0 0 1 || 0 0 1 ||
97d5ae0a 0db7ba85 || 0 1 0 || 0 1 0 ||
387c5d78 d2a3b7f0 || 0 0 1 || 0 0 1 ||
feb4efa3 fd352ead || 0 0 0 || 0 0 0 ||
706272ff bfcb0fae || 0 0 1 || 0 0 1 ||
ab1a1e49 d5ffab1b || 0 1 1 || 0 1 1 ||
da5edbaa 93dc0cb4 || 0 0 0 || 0 0 0 ||
8959e28d 694772b5 || 0 1 0 || 0 1 0 ||
48566ec5 89621185 || 0 0 1 || 0 0 1 ||
ee3be39c f471d70d || 0 1 1 || 0 1 1 ||
87bfe360 5dd2db84 || 0 1 0 || 0 1 0 ||
786b1bf7 ea34ea87 || 0 0 1 || 0 0 1 ||
d5ba256c e84ad85d || 0 1 1 || 0 1 1 ||
388e2318 593991be || 0 1 1 || 0 1 1 ||
972ffc92 d514458c || 0 1 1 || 0 1 1 ||
d6efd1ed a6403f97 || 0 0 0 || 0 0 0 ||
7c6dfa15 49b598cf || 0 0 0 || 0 0 0 ||
75f57bfd b54c6596 || 0 0 1 || 0 0 1 ||
df585df6 93c42726 || 0 0 0 || 0 0 0 ||
dbf86cdc bc07459a || 0 0 0 || 0 0 0 ||
3e8c94be b86d98a8 || 0 0 1 || 0 0 1 ||
549c1428 95df8e05 || 0 0 1 || 0 0 1 ||
cdd13e07 64966ec6 || 0 1 0 || 0 1 0 ||
5b8df726 be79110e || 0 0 1 || 0 0 1 ||
62d99e30 33307a58 || 0 0 0 || 0 0 0 ||
162353a5 b931a791 || 0 0 1 || 0 0 1 ||
d4aa5ee1 7ae489ef || 0 1 0 || 0 1 0 ||
98bc6791 8bb0f0c6 || 0 0 0 || 0 0 0 ||
304222ef 6ea90047 || 0 1 1 || 0 1 1 ||
c238eacd 87e9f7bf || 0 0 0 || 0 0 0 ||
1d7ffa54 d5f91d91 || 0 0 1 || 0 0 1 ||
195e0a4c 65138c75 || 0 1 1 || 0 1 1 ||
4b94b682 9ba8e1a9 || 0 0 1 || 0 0 1 ||
1ec959af b6dd395e || 0 0 1 || 0 0 1 ||
f940c01d a8df6432 || 0 0 0 || 0 0 0 ||
e898487c cb1e1e76 || 0 0 0 || 0 0 0 ||
1e245288 55ee5606 || 0 1 1 || 0 1 1 ||
c113b328 0595b2f3 || 0 1 0 || 0 1 0 ||
48452f70 66d97a73 || 0 1 1 || 0 1 1 ||
78bd78fd 28c60a03 || 0 0 0 || 0 0 0 ||
6a346fb1 6bf54ef3 || 0 1 1 || 0 1 1 ||
1b6397cc ad9dc953 || 0 0 1 || 0 0 1 ||
be536a15 6e2c22b3 || 0 1 0 || 0 1 0 ||
5099fc5f 0b330c80 || 0 0 0 || 0 0 0 ||
fef03868 d416a5db || 0 0 0 || 0 0 0 ||
d7ba07e6 870b666d || 0 0 0 || 0 0 0 ||
3268dfde 522a037b || 0 1 1 || 0 1 1 ||
f2552c2e 5ac6c025 || 0 1 0 || 0 1 0 ||
782812e9 0e0f7e1d || 0 0 0 || 0 0 0 ||
67729a01 bcd9ec88 || 0 0 1 || 0 0 1 ||
86aa59d0 9aebc334 || 0 1 1 || 0 1 1 ||
e04f0a18 762e90b9 || 0 1 0 || 0 1 0 ||
54caa46c efe13845 || 0 0 1 || 0 0 1 ||
cbee4e4f c0ae8579 || 0 0 0 || 0 0 0 ||
581353c1 322b8cf8 || 0 0 0 || 0 0 0 ||
b96700dd c97a64f2 || 0 1 1 || 0 1 1 ||
247e0815 538c2c9d || 0 1 1 || 0 1 1 ||
56564953 ece56167 || 0 0 1 || 0 0 1 ||
ba0fbc19 82907c16 || 0 0 0 || 0 0 0 ||
f2eaf3ac 05924566 || 0 1 0 || 0 1 0 ||
e80ef7c6 7e7bb01c || 0 1 0 || 0 1 0 ||
1121f6a0 9fb14a39 || 0 0 1 || 0 0 1 ||
a7051fd9 8a6fcd5e || 0 0 0 || 0 0 0 ||
ed622fb6 a0e58df5 || 0 0 0 || 0 0 0 ||
8f3712bd d8446eba || 0 1 1 || 0 1 1 ||
6a915806 accb10e8 || 0 0 1 || 0 0 1 ||
c0a4d913 5f7b6967 || 0 1 0 || 0 1 0 ||
13a56fcf da5fe658 || 0 0 1 || 0 0 1 ||
b8702d0b f5c49301 || 0 1 1 || 0 1 1 ||
eb37e0c3 e8096bf7 || 0 0 0 || 0 0 0 ||
ec7a5d86 b5c97586 || 0 0 0 || 0 0 0 ||
6e23bb2e 1a5037f1 || 0 0 0 || 0 0 0 ||
a66b8106 a20c8087 || 0 0 0 || 0 0 0 ||
919c8c6b 4b447aa1 || 0 1 0 || 0 1 0 ||
53277a1e 2bea970a || 0 0 0 || 0 0 0 ||
46429681 fd2ce02d || 0 0 1 || 0 0 1 ||
492191c5 4609baf0 || 0 0 0 || 0 0 0 ||
fedfe674 b306567b || 0 0 0 || 0 0 0 ||
b2d7e18b de378a67 || 0 1 1 || 0 1 1 ||
1a95ed31 9e97b61e || 0 0 1 || 0 0 1 ||
ec63cfbb 3c4544ac || 0 1 0 || 0 1 0 ||
3be3b32d 5c0d1e41 || 0 1 1 || 0 1 1 ||
8dd34edc 9e0a3fa1 || 0 1 1 || 0 1 1 ||
fd7b2125 7e12e4ea || 0 1 0 || 0 1 0 ||
792ff67e 25c7dd27 || 0 0 0 || 0 0 0 ||
95c3e32b b00e4089 || 0 1 1 || 0 1 1 ||
be04bdd9 4dd0b2b7 || 0 1 0 || 0 1 0 ||
67e1edda e3ac4088 || 0 0 1 || 0 0 1 ||
c56c5349 8ca192db || 0 0 0 || 0 0 0 ||
beb64ab9 1afa3147 || 0 1 0 || 0 1 0 ||
d484a049 e30d7e90 || 0 1 1 || 0 1 1 ||
aa704cf7 760baf5c || 0 1 0 || 0 1 0 ||
3fb9a43f bc359fdd || 0 0 1 || 0 0 1 ||
5397ed89 9c3d3d4b || 0 0 1 || 0 0 1 ||
f7b0a41b 8a154d36 || 0 0 0 || 0 0 0 ||
c223cd40 e6900463 || 0 1 1 || 0 1 1 ||
ee8e206a 79e333b3 || 0 1 0 || 0 1 0 ||
a96cd7f5 ccc2917d || 0 1 1 || 0 1 1 ||
e61a7661 3743ae00 || 0 1 0 || 0 1 0 ||
dc65153d a383c0a2 || 0 0 0 || 0 0 0 ||
d971dd83 3e3f73e5 || 0 1 0 || 0 1 0 ||
8872a81f fed87d5e || 0 1 1 || 0 1 1 ||
8cbf4ca1 80d9cc02 || 0 0 0 || 0 0 0 ||
f07f9ed8 97218ae6 || 0 0 0 || 0 0 0 ||
661b127d 42567b47 || 0 0 0 || 0 0 0 ||
de055429 d4d943c8 || 0 0 0 || 0 0 0 ||
1a48d0fb f255b4dc || 0 0 1 || 0 0 1 ||
a174af45 9a6c8c85 || 0 0 0 || 0 0 0 ||
7850b6d7 fb020a28 || 0 0 1 || 0 0 1 ||
b2efe578 8269e3ae || 0 0 0 || 0 0 0 ||
aa11b790 0fac78e5 || 0 1 0 || 0 1 0 ||
679d5bda 34683c37 || 0 0 0 || 0 0 0 ||
46f1f26d 457a883c || 0 0 0 || 0 0 0 ||
61b71c66 5fe02f7a || 0 0 0 || 0 0 0 ||
bf449cac da037f90 || 0 1 1 || 0 1 1 ||
efba9ce9 da7d7f29 || 0 0 0 || 0 0 0 ||
f497f1d9 848239db || 0 0 0 || 0 0 0 ||
a503791e 9609f521 || 0 0 0 || 0 0 0 ||
b5b60458 24ca7ddf || 0 1 0 || 0 1 0 ||
65e07aba e6859986 || 0 0 1 || 0 0 1 ||
bab0882c f60b4d18 || 0 1 1 || 0 1 1 ||
ffa28b4a 2df2c35f || 0 1 0 || 0 1 0 ||
455baa45 4f6d3c63 || 0 1 1 || 0 1 1 ||
8035ee52 432b0389 || 0 1 0 || 0 1 0 ||
d8ef75ff 82389ba8 || 0 0 0 || 0 0 0 ||
eb2c033e f100a560 || 0 1 1 || 0 1 1 ||
e2a4ac31 6c1199b1 || 0 1 0 || 0 1 0 ||
b2cd917c cdec1cf5 || 0 1 1 || 0 1 1 ||
61f1f294 e059d244 || 0 0 1 || 0 0 1 ||
0159faab 6deeb660 || 0 1 1 || 0 1 1 ||
402cf32c c311e873 || 0 0 1 || 0 0 1 ||
e0b1411f d39bbfd5 || 0 0 0 || 0 0 0 ||
981c2878 0b400545 || 0 1 0 || 0 1 0 ||
1818456a 8d969540 || 0 0 1 || 0 0 1 ||
4b668e35 2689ff65 || 0 0 0 || 0 0 0 ||
e27531fa dfabaab3 || 0 0 0 || 0 0 0 ||
e9ddf517 5405b2af || 0 1 0 || 0 1 0 ||
7f3af161 9e47beb4 || 0 0 1 || 0 0 1 ||
09b32c23 be6a834a || 0 0 1 || 0 0 1 ||
d868d348 21259454 || 0 1 0 || 0 1 0 ||
0285ed5b 1b6a1103 || 0 1 1 || 0 1 1 ||
246e577d 39c32907 || 0 1 1 || 0 1 1 ||
12638511 09741e04 || 0 0 0 || 0 0 0 ||
4d1ddf5b 5ab654c6 || 0 1 1 || 0 1 1 ||
c0474bda d23dc6c1 || 0 1 1 || 0 1 1 ||
1b28d439 72807200 || 0 1 1 || 0 1 1 ||
d2cf6764 9291a317 || 0 0 0 || 0 0 0 ||
897a87fb fa15fb0c || 0 1 1 || 0 1 1 ||
9e7770f4 e6dded47 || 0 1 1 || 0 1 1 ||
31e0b286 dbc67ad1 || 0 0 1 || 0 0 1 ||
b720c752 53ea1bc9 || 0 1 0 || 0 1 0 ||
940eb5e5 484b03b9 || 0 1 0 || 0 1 0 ||
0cbde30c c3d7435a || 0 0 1 || 0 0 1 ||
92441358 09009f85 || 0 1 0 || 0 1 0 ||
5827a304 5050aa09 || 0 0 0 || 0 0 0 ||
0375171b 657886f6 || 0 1 1 || 0 1 1 ||
46968ea1 46d3a82a || 0 1 1 || 0 1 1 ||
9fc8d3e4 404dfee3 || 0 1 0 || 0 1 0 ||
297fa70e ac0fd499 || 0 0 1 || 0 0 1 ||
d9260d81 e91f9e1a || 0 1 1 || 0 1 1 ||
b6b2393c b365a370 || 0 0 0 || 0 0 0 ||
5a67a56c 58065262 || 0 0 0 || 0 0 0 ||
15911025 3c7ca4c7 || 0 1 1 || 0 1 1 ||
2fffcba4 f879428c || 0 0 1 || 0 0 1 ||
b81047de 94a206cf || 0 0 0 || 0 0 0 ||
b744a371 da60f572 || 0 1 1 || 0 1 1 ||
16347e73 9278b4c2 || 0 0 1 || 0 0 1 ||
ad1f019a be1c282a || 0 1 1 || 0 1 1 ||
bc87c426 1f1f547c || 0 1 0 || 0 1 0 ||
2a40bd3f 3495157e || 0 1 1 || 0 1 1 ||
8dd0adb8 c0494c4e || 0 1 1 || 0 1 1 ||
72c13c54 2c27e6ce || 0 0 0 || 0 0 0 ||
8e6e2c0c 25e0ce47 || 0 1 0 || 0 1 0 ||
730a2936 e34378db || 0 0 1 || 0 0 1 ||
f036a372 46e53afe || 0 1 0 || 0 1 0 ||
d1a03471 5dcc96a6 || 0 1 0 || 0 1 0 ||
fcf764ac 123abd68 || 0 1 0 || 0 1 0 ||
c592f21d d66c7630 || 0 1 1 || 0 1 1 ||
42ce5097 94a22fc5 || 0 0 1 || 0 0 1 ||
9b3f4956 d3d2266a || 0 1 1 || 0 1 1 ||
fe3ee7ac 9cc8e7f4 || 0 0 0 || 0 0 0 ||
c7518f08 7f69ae60 || 0 1 0 || 0 1 0 ||
fc2a9807 62a0134c || 0 1 0 || 0 1 0 ||
cb5a7b08 e1dda83f || 0 1 1 || 0 1 1 ||
91eccb89 4bb74d24 || 0 1 0 || 0 1 0 ||
1523a129 5609fa9c || 0 1 1 || 0 1 1 ||
d7537e14 ac31e082 || 0 0 0 || 0 0 0 ||
d8a8ae39 afb4ad71 || 0 0 0 || 0 0 0 ||
1d47fbe2 060b600b || 0 0 0 || 0 0 0 ||
aa58cdd1 a420606e || 0 0 0 || 0 0 0 ||
64e61d1a eabd1ffb || 0 0 1 || 0 0 1 ||
9f7fd328 4f73ca48 || 0 1 0 || 0 1 0 ||
238ea9b7 c199cc35 || 0 0 1 || 0 0 1 ||
84e2f6a9 7f3c61fd || 0 1 0 || 0 1 0 ||
be5d8c99 c3c06431 || 0 1 1 || 0 1 1 ||
a00590a0 d93fb396 || 0 1 1 || 0 1 1 ||
69bbc7b7 eb637605 || 0 0 1 || 0 0 1 ||
debcf76f 8d34c98c || 0 0 0 || 0 0 0 ||
67f5a2db 913cc59a || 0 0 1 || 0 0 1 ||
18d01503 9c4c8756 || 0 0 1 || 0 0 1 ||
e8d99d51 add8b686 || 0 0 0 || 0 0 0 ||
23dbb552 9f3e0b83 || 0 0 1 || 0 0 1 ||
317867e1 a0a06b80 || 0 0 1 || 0 0 1 ||
1f8dbfb4 4ea3201e || 0 1 1 || 0 1 1 ||
bef2d01c 52759b22 || 0 1 0 || 0 1 0 ||
61620129 bee11b5d || 0 0 1 || 0 0 1 ||
afffb72f 8a1c0c38 || 0 0 0 || 0 0 0 ||
f7e6aad9 059e7c37 || 0 1 0 || 0 1 0 ||
b196111b 8a14e300 || 0 0 0 || 0 0 0 ||
05bc31a7 2eb560a5 || 0 1 1 || 0 1 1 ||
20a04e16 9c6b1691 || 0 0 1 || 0 0 1 ||
cf7d2a92 c7caec2b || 0 0 0 || 0 0 0 ||
b780937c 258deb93 || 0 1 0 || 0 1 0 ||
5b87674b cd8a2f9f || 0 0 1 || 0 0 1 ||
b4a02fdd 234439b2 || 0 1 0 || 0 1 0 ||
7f0a96ac 8f761d15 || 0 0 1 || 0 0 1 ||
3842cfcc 0e9619c4 || 0 0 0 || 0 0 0 ||
432be82d b4db1845 || 0 0 1 || 0 0 1 ||
43fe65a7 685be31f || 0 1 1 || 0 1 1 ||
c38aff77 afe631cc || 0 0 0 || 0 0 0 ||
240d193a a1362b0f || 0 0 1 || 0 0 1 ||
bec9cd5f e39c8347 || 0 1 1 || 0 1 1 ||
f97583fa 4f68fbea || 0 1 0 || 0 1 0 ||
cd24f16c 987e2415 || 0 0 0 || 0 0 0 ||
54b49e53 5ca37881 || 0 1 1 || 0 1 1 ||
1a710b4c 03e73779 || 0 0 0 || 0 0 0 ||
c5ba0c17 179486f2 || 0 1 0 || 0 1 0 ||
060ea717 1770ae4e || 0 1 1 || 0 1 1 ||
55548c0c c0060930 || 0 0 1 || 0 0 1 ||
5795021f 2564d1a6 || 0 0 0 || 0 0 0 ||
6652a71a 5cadea36 || 0 0 0 || 0 0 0 ||
5b82e9f5 2e185f95 || 0 0 0 || 0 0 0 ||
e1501aa9 b33f734f || 0 0 0 || 0 0 0 ||
6e66539a 5e040487 || 0 0 0 || 0 0 0 ||
3af7236c b8a01cdc || 0 0 1 || 0 0 1 ||
2bac1471 a810faea || 0 0 1 || 0 0 1 ||
a269b4ad b998d10c || 0 1 1 || 0 1 1 ||
a4a5f680 850b9672 || 0 0 0 || 0 0 0 ||
3bb11767 29465b50 || 0 0 0 || 0 0 0 ||
d5b3400e b7aa9c03 || 0 0 0 || 0 0 0 ||
2cd43a19 9edfc92e || 0 0 1 || 0 0 1 ||
d6932946 f99d4277 || 0 1 1 || 0 1 1 ||
050d5c95 2e937657 || 0 1 1 || 0 1 1 ||
404b78c3 be365ced || 0 0 1 || 0 0 1 ||
1b14fd50 8187092a || 0 0 1 || 0 0 1 ||
d83787e2 013b05af || 0 1 0 || 0 1 0 ||
205a4da4 d3448ad8 || 0 0 1 || 0 0 1 ||
d9fc1ddf c1183fff || 0 0 0 || 0 0 0 ||
c2455207 f1d83f6e || 0 1 1 || 0 1 1 ||
2f2ae26a 12b37b12 || 0 0 0 || 0 0 0 ||
139dbe6a c58e0c59 || 0 0 1 || 0 0 1 ||
6b4bcdf4 9852e270 || 0 0 1 || 0 0 1 ||
35fb37f2 7d3b9915 || 0 1 1 || 0 1 1 ||
ae207047 de9ed747 || 0 1 1 || 0 1 1 ||
b4069cee db03d8f8 || 0 1 1 || 0 1 1 ||
c65d342e cf6de7be || 0 1 1 || 0 1 1 ||
893bc572 38fc8a33 || 0 1 0 || 0 1 0 ||
f2e1e81e 84015069 || 0 0 0 || 0 0 0 ||
92695c10 7cd2ece0 || 0 1 0 || 0 1 0 ||
6425b146 2460dcfd || 0 0 0 || 0 0 0 ||
7a5017b2 8d3bc271 || 0 0 1 || 0 0 1 ||
a6cd94da 6cb8eda4 || 0 1 0 || 0 1 0 ||
2273ea2b 4828a9cc || 0 1 1 || 0 1 1 ||
38c73265 1f55c1d9 || 0 0 0 || 0 0 0 ||
1191e18c 7948c0cb || 0 1 1 || 0 1 1 ||
dbafeffe 5a2e2540 || 0 1 0 || 0 1 0 ||
c93d72bb f5b1ffe9 || 0 1 1 || 0 1 1 ||
338c4cf4 6e27b3ab || 0 1 1 || 0 1 1 ||
918ddfe2 dceff9a1 || 0 1 1 || 0 1 1 ||
0f7f6f51 58bcb63e || 0 1 1 || 0 1 1 ||
1a197727 298e8592 || 0 1 1 || 0 1 1 ||
ea225e59 66a81b06 || 0 1 0 || 0 1 0 ||
2fc20934 43839201 || 0 1 1 || 0 1 1 ||
6791b9f6 f89ef032 || 0 0 1 || 0 0 1 ||
75e611f5 537ef456 || 0 0 0 || 0 0 0 ||
4e6cf180 ddf15e7f || 0 0 1 || 0 0 1 ||
d2d9820e 6b9ea884 || 0 1 0 || 0 1 0 ||
52cd396b cbebeca3 || 0 0 1 || 0 0 1 ||
0e7c2766 ed7fe25b || 0 0 1 || 0 0 1 ||
276926cb 8e4a281c || 0 0 1 || 0 0 1 ||
fa164536 9663dbb5 || 0 0 0 || 0 0 0 ||
4314ecc7 dac4ab8b || 0 0 1 || 0 0 1 ||
1275576d 128ca8da || 0 1 1 || 0 1 1 ||
b4c0365b 0c9bdfd6 || 0 1 0 || 0 1 0 ||
f9529379 d6ea9f02 || 0 0 0 || 0 0 0 ||
1e68c9c7 ddfae14b || 0 0 1 || 0 0 1 ||
11f1d746 06484405 || 0 0 0 || 0 0 0 ||
d34ea1c1 54b0768d || 0 1 0 || 0 1 0 ||
94609873 28547df4 || 0 1 0 || 0 1 0 ||
4818e117 686b9a2a || 0 1 1 || 0 1 1 ||
520f9775 bb2980ab || 0 0 1 || 0 0 1 ||
034d4c10 d1b2e536 || 0 0 1 || 0 0 1 ||
f1599fab 2f1e004a || 0 1 0 || 0 1 0 ||
1b97727e e58d3826 || 0 0 1 || 0 0 1 ||
5508e9b2 fae9784d || 0 0 1 || 0 0 1 ||
2268d5da ebadb432 || 0 0 1 || 0 0 1 ||
3cedc5b5 035d688d || 0 0 0 || 0 0 0 ||
691ac33c 7c1ffae6 || 0 1 1 || 0 1 1 ||
e9e9d275 9c6af87d || 0 0 0 || 0 0 0 ||
f90f361c e03c363f || 0 0 0 || 0 0 0 ||
cbc441e8 5a597b6d || 0 1 0 || 0 1 0 ||
5e510eb0 15d881a7 || 0 0 0 || 0 0 0 ||
f114c0c8 cb555b81 || 0 0 0 || 0 0 0 ||
9646f6e1 6e744a6e || 0 1 0 || 0 1 0 ||
29883f00 23e48f8a || 0 0 0 || 0 0 0 ||
e8e73830 62fdd296 || 0 1 0 || 0 1 0 ||
c978aa05 942b8bbe || 0 0 0 || 0 0 0 ||
11cd52ee df80582a || 0 0 1 || 0 0 1 ||
beaeff3d 83748f45 || 0 0 0 || 0 0 0 ||
246e642f ee1b052e || 0 0 1 || 0 0 1 ||
a15973d0 e4f48b0f || 0 1 1 || 0 1 1 ||
fd61c17d 45cc5f12 || 0 1 0 || 0 1 0 ||
f6d88fb4 e4f4b5fa || 0 0 0 || 0 0 0 ||
40d6699f 1a1a8d68 || 0 0 0 || 0 0 0 ||
4c55f245 614d5a68 || 0 1 1 || 0 1 1 ||
