94c8 9511 || 0 1 1 || 0 1 1 ||
8f3a 2630 || 0 1 0 || 0 1 0 ||
a0e4 59bc || 0 1 0 || 0 1 0 ||
1672 8892 || 0 0 1 || 0 0 1 ||
6df6 14a7 || 0 0 0 || 0 0 0 ||
ce8f 5f82 || 0 1 0 || 0 1 0 ||
dbb8 0bfc || 0 1 0 || 0 1 0 ||
7470 ee7e || 0 0 1 || 0 0 1 ||
828f e784 || 0 1 1 || 0 1 1 ||
d357 d523 || 0 1 1 || 0 1 1 ||
2e19 2d68 || 0 0 0 || 0 0 0 ||
565a ec6d || 0 0 1 || 0 0 1 ||
4540 cc41 || 0 0 1 || 0 0 1 ||
1669 36d8 || 0 1 1 || 0 1 1 ||
f6e8 80f3 || 0 0 0 || 0 0 0 ||
d050 e2a9 || 0 1 1 || 0 1 1 ||
769d 5b6a || 0 0 0 || 0 0 0 ||
a018 30a0 || 0 1 0 || 0 1 0 ||
21e4 e09b || 0 0 1 || 0 0 1 ||
8ee6 4de5 || 0 1 0 || 0 1 0 ||
3136 cced || 0 0 1 || 0 0 1 ||
1d03 6252 || 0 1 1 || 0 1 1 ||
43dd 4275 || 0 0 0 || 0 0 0 ||
b29f b99c || 0 1 1 || 0 1 1 ||
58e5 08ef || 0 0 0 || 0 0 0 ||
5288 255c || 0 0 0 || 0 0 0 ||
9e2c b6bd || 0 1 1 || 0 1 1 ||
767d e05d || 0 0 1 || 0 0 1 ||
5543 53b9 || 0 0 0 || 0 0 0 ||
dea1 5563 || 0 1 0 || 0 1 0 ||
19b0 f352 || 0 0 1 || 0 0 1 ||
42c8 7bf2 || 0 1 1 || 0 1 1 ||
5592 e986 || 0 0 1 || 0 0 1 ||
dc7a 07d8 || 0 1 0 || 0 1 0 ||
dc9a 48cd || 0 1 0 || 0 1 0 ||
39c2 c011 || 0 0 1 || 0 0 1 ||
fa0f 78cd || 0 1 0 || 0 1 0 ||
c58c b3f5 || 0 0 0 || 0 0 0 ||
3d4a 8d78 || 0 0 1 || 0 0 1 ||
4851 30a4 || 0 0 0 || 0 0 0 ||
1d7f b1c3 || 0 0 1 || 0 0 1 ||
7735 4f37 || 0 0 0 || 0 0 0 ||
b4a7 2fee || 0 1 0 || 0 1 0 ||
2e9b f7fb || 0 0 1 || 0 0 1 ||
ac44 81bb || 0 0 0 || 0 0 0 ||
fbea b309 || 0 0 0 || 0 0 0 ||
29ca ec0e || 0 0 1 || 0 0 1 ||
0574 8911 || 0 0 1 || 0 0 1 ||
92c9 1e7c || 0 1 0 || 0 1 0 ||
2f4a 4197 || 0 1 1 || 0 1 1 ||
7342 33e4 || 0 0 0 || 0 0 0 ||
6d8f 7e22 || 0 1 1 || 0 1 1 ||
309b 2f9b || 0 0 0 || 0 0 0 ||
ec39 a27a || 0 0 0 || 0 0 0 ||
aeb2 de01 || 0 1 1 || 0 1 1 ||
7f22 00f5 || 0 0 0 || 0 0 0 ||
14b5 2a09 || 0 1 1 || 0 1 1 ||
ac98 2e53 || 0 1 0 || 0 1 0 ||
226f 6d4e || 0 1 1 || 0 1 1 ||
4edb e60e || 0 0 1 || 0 0 1 ||
2807 0dea || 0 0 0 || 0 0 0 ||
088c 391b || 0 1 1 || 0 1 1 ||
783c ee77 || 0 0 1 || 0 0 1 ||
6ea2 a39c || 0 0 1 || 0 0 1 ||
9984 a908 || 0 1 1 || 0 1 1 ||
31d7 cce5 || 0 0 1 || 0 0 1 ||
c377 fffd || 0 1 1 || 0 1 1 ||
90ef 5328 || 0 1 0 || 0 1 0 ||
d19e 855c || 0 0 0 || 0 0 0 ||
28d4 fffa || 0 0 1 || 0 0 1 ||
f963 760f || 0 1 0 || 0 1 0 ||
526c 3413 || 0 0 0 || 0 0 0 ||
a83f d365 || 0 1 1 || 0 1 1 ||
647d 8396 || 0 0 1 || 0 0 1 ||
0c76 77fd || 0 1 1 || 0 1 1 ||
31ac 99d4 || 0 0 1 || 0 0 1 ||
a7b2 4d71 || 0 1 0 || 0 1 0 ||
f40d 7620 || 0 1 0 || 0 1 0 ||
979d 90ec || 0 0 0 || 0 0 0 ||
75b6 e116 || 0 0 1 || 0 0 1 ||
5341 d063 || 0 0 1 || 0 0 1 ||
da8d 6d71 || 0 1 0 || 0 1 0 ||
0135 59fa || 0 1 1 || 0 1 1 ||
dbbf a911 || 0 0 0 || 0 0 0 ||
f187 2335 || 0 1 0 || 0 1 0 ||
9282 1108 || 0 1 0 || 0 1 0 ||
5222 3870 || 0 0 0 || 0 0 0 ||
29fe dd8e || 0 0 1 || 0 0 1 ||
a138 038c || 0 1 0 || 0 1 0 ||
9dba b1f0 || 0 1 1 || 0 1 1 ||
2835 c5a5 || 0 0 1 || 0 0 1 ||
7364 e610 || 0 0 1 || 0 0 1 ||
13e0 64c8 || 0 1 1 || 0 1 1 ||
79c2 d23f || 0 0 1 || 0 0 1 ||
f448 a39b || 0 0 0 || 0 0 0 ||
72dd bd6e || 0 0 1 || 0 0 1 ||
c3d3 1b34 || 0 1 0 || 0 1 0 ||
160c cd8f || 0 0 1 || 0 0 1 ||
2291 06b0 || 0 0 0 || 0 0 0 ||
6da2 33b6 || 0 0 0 || 0 0 0 ||
c18d 5949 || 0 1 0 || 0 1 0 ||
17b0 313d || 0 1 1 || 0 1 1 ||
43ee 3d44 || 0 0 0 || 0 0 0 ||
8868 b2a2 || 0 1 1 || 0 1 1 ||
fbe1 a78f || 0 0 0 || 0 0 0 ||
b0b3 861f || 0 0 0 || 0 0 0 ||
4db6 62b3 || 0 1 1 || 0 1 1 ||
658f edd7 || 0 0 1 || 0 0 1 ||
7f35 b60f || 0 0 1 || 0 0 1 ||
8573 639b || 0 1 0 || 0 1 0 ||
fdbd 0a31 || 0 1 0 || 0 1 0 ||
2e02 2ae7 || 0 0 0 || 0 0 0 ||
9d1b 1c39 || 0 1 0 || 0 1 0 ||
9cab 10f9 || 0 1 0 || 0 1 0 ||
f4bc 8a1d || 0 0 0 || 0 0 0 ||
488b a4a1 || 0 0 1 || 0 0 1 ||
bec5 9c95 || 0 0 0 || 0 0 0 ||
a51e 1400 || 0 1 0 || 0 1 0 ||
8b31 2377 || 0 1 0 || 0 1 0 ||
1b3b 9a7e || 0 0 1 || 0 0 1 ||
0a31 9cfd || 0 0 1 || 0 0 1 ||
0262 610e || 0 1 1 || 0 1 1 ||
214d d525 || 0 0 1 || 0 0 1 ||
bffc 8ebf || 0 0 0 || 0 0 0 ||
4b55 67c6 || 0 1 1 || 0 1 1 ||
2776 7899 || 0 1 1 || 0 1 1 ||
6ea0 8ab6 || 0 0 1 || 0 0 1 ||
44a3 f31f || 0 0 1 || 0 0 1 ||
76b3 edbd || 0 0 1 || 0 0 1 ||
2642 a9ca || 0 0 1 || 0 0 1 ||
45c5 1f50 || 0 0 0 || 0 0 0 ||
44ae 9f72 || 0 0 1 || 0 0 1 ||
5f0e 4022 || 0 0 0 || 0 0 0 ||
cc0b 40e5 || 0 1 0 || 0 1 0 ||
f45c 0c99 || 0 1 0 || 0 1 0 ||
287f 0d6d || 0 0 0 || 0 0 0 ||
bd0d ebbc || 0 1 1 || 0 1 1 ||
fd85 9087 || 0 0 0 || 0 0 0 ||
8326 9d04 || 0 1 1 || 0 1 1 ||
0155 f800 || 0 0 1 || 0 0 1 ||
ebeb 2e9d || 0 1 0 || 0 1 0 ||
2d02 8a28 || 0 0 1 || 0 0 1 ||
b552 5db6 || 0 1 0 || 0 1 0 ||
ae40 3032 || 0 1 0 || 0 1 0 ||
5151 c3c7 || 0 0 1 || 0 0 1 ||
421c e44c || 0 0 1 || 0 0 1 ||
9ac5 1fc7 || 0 1 0 || 0 1 0 ||
f766 337b || 0 1 0 || 0 1 0 ||
3f30 7807 || 0 1 1 || 0 1 1 ||
eb6c 2f7f || 0 1 0 || 0 1 0 ||
8e2b 6431 || 0 1 0 || 0 1 0 ||
65a8 2cbd || 0 0 0 || 0 0 0 ||
267c 7565 || 0 1 1 || 0 1 1 ||
85ed 7e16 || 0 1 0 || 0 1 0 ||
7afa c966 || 0 0 1 || 0 0 1 ||
82a0 f2ac || 0 1 1 || 0 1 1 ||
11ce 68d4 || 0 1 1 || 0 1 1 ||
4248 32fb || 0 0 0 || 0 0 0 ||
b491 3be1 || 0 1 0 || 0 1 0 ||
e4e5 384f || 0 1 0 || 0 1 0 ||
a84a 6668 || 0 1 0 || 0 1 0 ||
9bb8 cd37 || 0 1 1 || 0 1 1 ||
62a1 cf38 || 0 0 1 || 0 0 1 ||
6194 5463 || 0 0 0 || 0 0 0 ||
c929 c03b || 0 0 0 || 0 0 0 ||
f871 4a0e || 0 1 0 || 0 1 0 ||
cd6f 36ed || 0 1 0 || 0 1 0 ||
316f 0c52 || 0 0 0 || 0 0 0 ||
13be 83ca || 0 0 1 || 0 0 1 ||
0565 6762 || 0 1 1 || 0 1 1 ||
a91d 3085 || 0 1 0 || 0 1 0 ||
8140 fe16 || 0 1 1 || 0 1 1 ||
99ff 358f || 0 1 0 || 0 1 0 ||
e7b7 45c5 || 0 1 0 || 0 1 0 ||
f586 0130 || 0 1 0 || 0 1 0 ||
2e8c 76f2 || 0 1 1 || 0 1 1 ||
27e1 626c || 0 1 1 || 0 1 1 ||
b15b 8694 || 0 0 0 || 0 0 0 ||
9532 02b5 || 0 1 0 || 0 1 0 ||
3c0d 1b82 || 0 0 0 || 0 0 0 ||
e4b9 4c66 || 0 1 0 || 0 1 0 ||
ec38 a37d || 0 0 0 || 0 0 0 ||
7f90 db1c || 0 0 1 || 0 0 1 ||
2755 c253 || 0 0 1 || 0 0 1 ||
90fa 949e || 0 1 1 || 0 1 1 ||
31d4 6795 || 0 1 1 || 0 1 1 ||
704c 3007 || 0 0 0 || 0 0 0 ||
d985 32e2 || 0 1 0 || 0 1 0 ||
86e5 5712 || 0 1 0 || 0 1 0 ||
790a 75d7 || 0 0 0 || 0 0 0 ||
07ab a437 || 0 0 1 || 0 0 1 ||
7931 5ffb || 0 0 0 || 0 0 0 ||
4395 8380 || 0 0 1 || 0 0 1 ||
f5b7 e0fb || 0 0 0 || 0 0 0 ||
9f2b f4b9 || 0 1 1 || 0 1 1 ||
094f 53a8 || 0 1 1 || 0 1 1 ||
2bac 2b0a || 0 0 0 || 0 0 0 ||
ea14 191a || 0 1 0 || 0 1 0 ||
0efc 43af || 0 1 1 || 0 1 1 ||
f20b 5312 || 0 1 0 || 0 1 0 ||
3e78 7ea6 || 0 1 1 || 0 1 1 ||
bf37 2c44 || 0 1 0 || 0 1 0 ||
87f6 573e || 0 1 0 || 0 1 0 ||
91ab 89dd || 0 0 0 || 0 0 0 ||
4b31 9b3f || 0 0 1 || 0 0 1 ||
5b5d 192d || 0 0 0 || 0 0 0 ||
8476 47a0 || 0 1 0 || 0 1 0 ||
294a 7c58 || 0 1 1 || 0 1 1 ||
e491 525e || 0 1 0 || 0 1 0 ||
67f8 cb47 || 0 0 1 || 0 0 1 ||
8e60 c049 || 0 1 1 || 0 1 1 ||
c5f9 a0fd || 0 0 0 || 0 0 0 ||
5f2c de09 || 0 0 1 || 0 0 1 ||
d483 4cd1 || 0 1 0 || 0 1 0 ||
9169 1012 || 0 1 0 || 0 1 0 ||
b2e8 eab3 || 0 1 1 || 0 1 1 ||
8184 7bd5 || 0 1 0 || 0 1 0 ||
115b 8a4f || 0 0 1 || 0 0 1 ||
5fdd cb89 || 0 0 1 || 0 0 1 ||
63b7 04b4 || 0 0 0 || 0 0 0 ||
3f60 8b37 || 0 0 1 || 0 0 1 ||
b150 11ca || 0 1 0 || 0 1 0 ||
867f f63d || 0 1 1 || 0 1 1 ||
32e3 2f91 || 0 0 0 || 0 0 0 ||
2c5f 28c0 || 0 0 0 || 0 0 0 ||
d1dc 1216 || 0 1 0 || 0 1 0 ||
0c65 27b9 || 0 1 1 || 0 1 1 ||
d80c 7bb2 || 0 1 0 || 0 1 0 ||
da43 82a1 || 0 0 0 || 0 0 0 ||
b36e 4806 || 0 1 0 || 0 1 0 ||
2e52 a833 || 0 0 1 || 0 0 1 ||
ae6d aab3 || 0 0 0 || 0 0 0 ||
3619 789c || 0 1 1 || 0 1 1 ||
d5da d33f || 0 0 0 || 0 0 0 ||
e8b6 83a5 || 0 0 0 || 0 0 0 ||
4f0e 5ac3 || 0 1 1 || 0 1 1 ||
4bd2 455a || 0 0 0 || 0 0 0 ||
2eae 7f88 || 0 1 1 || 0 1 1 ||
0c00 6b25 || 0 1 1 || 0 1 1 ||
7fcb f7d0 || 0 0 1 || 0 0 1 ||
15b9 6e7d || 0 1 1 || 0 1 1 ||
ecf1 79bf || 0 1 0 || 0 1 0 ||
1a07 d2a7 || 0 0 1 || 0 0 1 ||
9f45 65a5 || 0 1 0 || 0 1 0 ||
0429 bcd1 || 0 0 1 || 0 0 1 ||
4a12 63b2 || 0 1 1 || 0 1 1 ||
9460 c9bf || 0 1 1 || 0 1 1 ||
259b f6aa || 0 0 1 || 0 0 1 ||
56c9 f8f0 || 0 0 1 || 0 0 1 ||
53e9 3657 || 0 0 0 || 0 0 0 ||
1097 d71b || 0 0 1 || 0 0 1 ||
0164 cacc || 0 0 1 || 0 0 1 ||
c499 a8df || 0 0 0 || 0 0 0 ||
0526 cee3 || 0 0 1 || 0 0 1 ||
cb70 6528 || 0 1 0 || 0 1 0 ||
e2d0 1469 || 0 1 0 || 0 1 0 ||
0218 49b1 || 0 1 1 || 0 1 1 ||
70cd e968 || 0 0 1 || 0 0 1 ||
cdac 84d8 || 0 0 0 || 0 0 0 ||
ec45 ecd4 || 0 1 1 || 0 1 1 ||
1d24 736a || 0 1 1 || 0 1 1 ||
43a9 4007 || 0 0 0 || 0 0 0 ||
8b4a 6272 || 0 1 0 || 0 1 0 ||
5e4d 7945 || 0 1 1 || 0 1 1 ||
b808 aed4 || 0 0 0 || 0 0 0 ||
15c3 bce4 || 0 0 1 || 0 0 1 ||
475b e81a || 0 0 1 || 0 0 1 ||
83d2 9c09 || 0 1 1 || 0 1 1 ||
a77f abf9 || 0 1 1 || 0 1 1 ||
a52b 4687 || 0 1 0 || 0 1 0 ||
6f35 2bac || 0 0 0 || 0 0 0 ||
488a 81a2 || 0 0 1 || 0 0 1 ||
5d05 1cdb || 0 0 0 || 0 0 0 ||
112b a4c8 || 0 0 1 || 0 0 1 ||
e35e a289 || 0 0 0 || 0 0 0 ||
0a1b 6856 || 0 1 1 || 0 1 1 ||
6252 8787 || 0 0 1 || 0 0 1 ||
2b0d 356e || 0 1 1 || 0 1 1 ||
009e 15ea || 0 1 1 || 0 1 1 ||
52ec 96d4 || 0 0 1 || 0 0 1 ||
6b62 ebd9 || 0 0 1 || 0 0 1 ||
1e3f d1b4 || 0 0 1 || 0 0 1 ||
c9e0 0683 || 0 1 0 || 0 1 0 ||
1903 2f56 || 0 1 1 || 0 1 1 ||
41c3 fa4d || 0 0 1 || 0 0 1 ||
1ed9 15e9 || 0 0 0 || 0 0 0 ||
efa0 2cfb || 0 1 0 || 0 1 0 ||
2af8 92e3 || 0 0 1 || 0 0 1 ||
ddd7 991f || 0 0 0 || 0 0 0 ||
2439 5fd1 || 0 1 1 || 0 1 1 ||
fe85 8aea || 0 0 0 || 0 0 0 ||
7ce9 064b || 0 0 0 || 0 0 0 ||
d48a 7bba || 0 1 0 || 0 1 0 ||
1ab6 e43a || 0 0 1 || 0 0 1 ||
b42d 43a9 || 0 1 0 || 0 1 0 ||
a0d3 989b || 0 0 0 || 0 0 0 ||
0633 7804 || 0 1 1 || 0 1 1 ||
e803 d9eb || 0 0 0 || 0 0 0 ||
2f2e 84cc || 0 0 1 || 0 0 1 ||
647e e378 || 0 0 1 || 0 0 1 ||
e045 4132 || 0 1 0 || 0 1 0 ||
0bcc e0ff || 0 0 1 || 0 0 1 ||
7375 b91d || 0 0 1 || 0 0 1 ||
f10f 97fe || 0 0 0 || 0 0 0 ||
403b f853 || 0 0 1 || 0 0 1 ||
345f 600c || 0 1 1 || 0 1 1 ||
b540 22a3 || 0 1 0 || 0 1 0 ||
3a02 1394 || 0 0 0 || 0 0 0 ||
9d7f 2c8b || 0 1 0 || 0 1 0 ||
eb30 34ae || 0 1 0 || 0 1 0 ||
c104 6014 || 0 1 0 || 0 1 0 ||
2787 e291 || 0 0 1 || 0 0 1 ||
bdce 43ca || 0 1 0 || 0 1 0 ||
0e32 93ff || 0 0 1 || 0 0 1 ||
5049 3546 || 0 0 0 || 0 0 0 ||
28ab 1af6 || 0 0 0 || 0 0 0 ||
395a 8f75 || 0 0 1 || 0 0 1 ||
0872 83ac || 0 0 1 || 0 0 1 ||
d267 21b9 || 0 1 0 || 0 1 0 ||
c3fd 07f3 || 0 1 0 || 0 1 0 ||
72d1 6ccd || 0 0 0 || 0 0 0 ||
5049 ac22 || 0 0 1 || 0 0 1 ||
5364 bbb3 || 0 0 1 || 0 0 1 ||
ba7d 8a7e || 0 0 0 || 0 0 0 ||
dbc7 0ac1 || 0 1 0 || 0 1 0 ||
6e9d 7b7e || 0 1 1 || 0 1 1 ||
2abb 08e6 || 0 0 0 || 0 0 0 ||
61cc 5de9 || 0 0 0 || 0 0 0 ||
e33c 7baa || 0 1 0 || 0 1 0 ||
1519 ab23 || 0 0 1 || 0 0 1 ||
2c24 3e78 || 0 1 1 || 0 1 1 ||
d643 5922 || 0 1 0 || 0 1 0 ||
9d16 6ca2 || 0 1 0 || 0 1 0 ||
4dd9 b670 || 0 0 1 || 0 0 1 ||
aed5 5c2a || 0 1 0 || 0 1 0 ||
83de bc66 || 0 1 1 || 0 1 1 ||
d260 ce9a || 0 0 0 || 0 0 0 ||
4052 e2af || 0 0 1 || 0 0 1 ||
fc26 0c1a || 0 1 0 || 0 1 0 ||
c60f a95d || 0 0 0 || 0 0 0 ||
1ba1 17cf || 0 0 0 || 0 0 0 ||
a1ce 2f3b || 0 1 0 || 0 1 0 ||
38b0 a5e7 || 0 0 1 || 0 0 1 ||
80b6 69fc || 0 1 0 || 0 1 0 ||
13ea 2b58 || 0 1 1 || 0 1 1 ||
77ee b351 || 0 0 1 || 0 0 1 ||
0753 6b7d || 0 1 1 || 0 1 1 ||
d635 39d4 || 0 1 0 || 0 1 0 ||
ffe5 9da5 || 0 0 0 || 0 0 0 ||
5815 c461 || 0 0 1 || 0 0 1 ||
dd3f c201 || 0 0 0 || 0 0 0 ||
3a3a 66f2 || 0 1 1 || 0 1 1 ||
8f4b a649 || 0 1 1 || 0 1 1 ||
0da3 3137 || 0 1 1 || 0 1 1 ||
f904 0383 || 0 1 0 || 0 1 0 ||
ead3 e146 || 0 0 0 || 0 0 0 ||
ec6c 2286 || 0 1 0 || 0 1 0 ||
b8cc 95bc || 0 0 0 || 0 0 0 ||
bfee 5b3c || 0 1 0 || 0 1 0 ||
1ed4 8e1b || 0 0 1 || 0 0 1 ||
4e91 1aa4 || 0 0 0 || 0 0 0 ||
3a4c 906f || 0 0 1 || 0 0 1 ||
cae6 ba8f || 0 0 0 || 0 0 0 ||
1d69 4e2a || 0 1 1 || 0 1 1 ||
3410 7c55 || 0 1 1 || 0 1 1 ||
e511 a21d || 0 0 0 || 0 0 0 ||
c749 bad5 || 0 0 0 || 0 0 0 ||
2382 68cb || 0 1 1 || 0 1 1 ||
47ca 658a || 0 1 1 || 0 1 1 ||
2d00 f3ec || 0 0 1 || 0 0 1 ||
a653 7ef7 || 0 1 0 || 0 1 0 ||
6f2a 6e16 || 0 0 0 || 0 0 0 ||
7c9e 136c || 0 0 0 || 0 0 0 ||
6f93 b603 || 0 0 1 || 0 0 1 ||
7193 9c4f || 0 0 1 || 0 0 1 ||
ad33 2d7b || 0 1 0 || 0 1 0 ||
9e6e f2cc || 0 1 1 || 0 1 1 ||
72e4 e155 || 0 0 1 || 0 0 1 ||
f2a7 6855 || 0 1 0 || 0 1 0 ||
82c6 4b55 || 0 1 0 || 0 1 0 ||
5717 5b69 || 0 1 1 || 0 1 1 ||
4af7 92ee || 0 0 1 || 0 0 1 ||
46f4 9fd7 || 0 0 1 || 0 0 1 ||
12b2 6d90 || 0 1 1 || 0 1 1 ||
eb08 af24 || 0 0 0 || 0 0 0 ||
c619 2bd5 || 0 1 0 || 0 1 0 ||
74cd f68d || 0 0 1 || 0 0 1 ||
eb8a fad6 || 0 1 1 || 0 1 1 ||
768b 67e4 || 0 0 0 || 0 0 0 ||
1ff7 1286 || 0 0 0 || 0 0 0 ||
7c41 c393 || 0 0 1 || 0 0 1 ||
8d97 c171 || 0 1 1 || 0 1 1 ||
d8ca d64d || 0 0 0 || 0 0 0 ||
5f2a a46a || 0 0 1 || 0 0 1 ||
2dfa 67e8 || 0 1 1 || 0 1 1 ||
a9e5 740c || 0 1 0 || 0 1 0 ||
e217 dac7 || 0 0 0 || 0 0 0 ||
6bc3 696f || 0 0 0 || 0 0 0 ||
c6f4 0c09 || 0 1 0 || 0 1 0 ||
7dd1 d52b || 0 0 1 || 0 0 1 ||
0508 31c6 || 0 1 1 || 0 1 1 ||
2fae 4f26 || 0 1 1 || 0 1 1 ||
324b 426b || 0 1 1 || 0 1 1 ||
30bc 912b || 0 0 1 || 0 0 1 ||
5dec 2551 || 0 0 0 || 0 0 0 ||
90ea b3e1 || 0 1 1 || 0 1 1 ||
2331 c6e6 || 0 0 1 || 0 0 1 ||
773e 1349 || 0 0 0 || 0 0 0 ||
6e15 b4aa || 0 0 1 || 0 0 1 ||
6e35 5485 || 0 0 0 || 0 0 0 ||
4b6e 87ce || 0 0 1 || 0 0 1 ||
e19a 51ff || 0 1 0 || 0 1 0 ||
b436 9c99 || 0 0 0 || 0 0 0 ||
fdc8 4221 || 0 1 0 || 0 1 0 ||
a80f 316e || 0 1 0 || 0 1 0 ||
cff5 05aa || 0 1 0 || 0 1 0 ||
3620 96d1 || 0 0 1 || 0 0 1 ||
140f deca || 0 0 1 || 0 0 1 ||
fbed 7faa || 0 1 0 || 0 1 0 ||
af74 da4a || 0 1 1 || 0 1 1 ||
d081 b009 || 0 0 0 || 0 0 0 ||
e718 5e61 || 0 1 0 || 0 1 0 ||
e0e6 4ce9 || 0 1 0 || 0 1 0 ||
b3ac 5277 || 0 1 0 || 0 1 0 ||
27d4 ca9b || 0 0 1 || 0 0 1 ||
e921 b010 || 0 0 0 || 0 0 0 ||
5cfd 142a || 0 0 0 || 0 0 0 ||
7c79 018a || 0 0 0 || 0 0 0 ||
549d 0288 || 0 0 0 || 0 0 0 ||
4876 669d || 0 1 1 || 0 1 1 ||
a144 2aeb || 0 1 0 || 0 1 0 ||
ed9f 156e || 0 1 0 || 0 1 0 ||
60c8 40d0 || 0 0 0 || 0 0 0 ||
3698 0bc3 || 0 0 0 || 0 0 0 ||
ed7e 9225 || 0 0 0 || 0 0 0 ||
3a1b bca7 || 0 0 1 || 0 0 1 ||
e79b bafc || 0 0 0 || 0 0 0 ||
f7ec 18fc || 0 1 0 || 0 1 0 ||
8fb4 9fde || 0 1 1 || 0 1 1 ||
8b90 f967 || 0 1 1 || 0 1 1 ||
1177 8ac7 || 0 0 1 || 0 0 1 ||
efe8 ecb6 || 0 0 0 || 0 0 0 ||
564f 70ac || 0 1 1 || 0 1 1 ||
9509 a261 || 0 1 1 || 0 1 1 ||
ec7c b535 || 0 0 0 || 0 0 0 ||
1176 cfac || 0 0 1 || 0 0 1 ||
1d62 c6c0 || 0 0 1 || 0 0 1 ||
62e7 86cc || 0 0 1 || 0 0 1 ||
7164 3ee8 || 0 0 0 || 0 0 0 ||
a7fe 51d1 || 0 1 0 || 0 1 0 ||
9770 b09d || 0 1 1 || 0 1 1 ||
13eb 2fa5 || 0 1 1 || 0 1 1 ||
e4bc d485 || 0 0 0 || 0 0 0 ||
d61e 4d4b || 0 1 0 || 0 1 0 ||
fbe3 56b0 || 0 1 0 || 0 1 0 ||
df11 6cbf || 0 1 0 || 0 1 0 ||
83d8 530b || 0 1 0 || 0 1 0 ||
4830 e562 || 0 0 1 || 0 0 1 ||
b969 b9c4 || 0 1 1 || 0 1 1 ||
3043 941c || 0 0 1 || 0 0 1 ||
7f6f 647a || 0 0 0 || 0 0 0 ||
50db 7808 || 0 1 1 || 0 1 1 ||
c206 42b3 || 0 1 0 || 0 1 0 ||
4784 68af || 0 1 1 || 0 1 1 ||
13a2 3730 || 0 1 1 || 0 1 1 ||
a820 283e || 0 1 0 || 0 1 0 ||
71eb 2872 || 0 0 0 || 0 0 0 ||
ebd5 36fe || 0 1 0 || 0 1 0 ||
36bd 8d86 || 0 0 1 || 0 0 1 ||
ae9b 6ce1 || 0 1 0 || 0 1 0 ||
1931 cf41 || 0 0 1 || 0 0 1 ||
77c3 c5cf || 0 0 1 || 0 0 1 ||
5c16 90ab || 0 0 1 || 0 0 1 ||
083a 4934 || 0 1 1 || 0 1 1 ||
f384 324f || 0 1 0 || 0 1 0 ||
148c bd8d || 0 0 1 || 0 0 1 ||
1d2e 8342 || 0 0 1 || 0 0 1 ||
8c9f 6b68 || 0 1 0 || 0 1 0 ||
ab71 22f8 || 0 1 0 || 0 1 0 ||
a5ef 621f || 0 1 0 || 0 1 0 ||
921e dc19 || 0 1 1 || 0 1 1 ||
7519 a14b || 0 0 1 || 0 0 1 ||
7d36 4eee || 0 0 0 || 0 0 0 ||
40c2 b205 || 0 0 1 || 0 0 1 ||
d157 4e0d || 0 1 0 || 0 1 0 ||
ae16 cb78 || 0 1 1 || 0 1 1 ||
c62d 3fc6 || 0 1 0 || 0 1 0 ||
79e8 e3bb || 0 0 1 || 0 0 1 ||
f9a2 a504 || 0 0 0 || 0 0 0 ||
d076 0e63 || 0 1 0 || 0 1 0 ||
a382 cc0f || 0 1 1 || 0 1 1 ||
e267 bca6 || 0 0 0 || 0 0 0 ||
4b13 0ede || 0 0 0 || 0 0 0 ||
dc98 3423 || 0 1 0 || 0 1 0 ||
efb5 b62a || 0 0 0 || 0 0 0 ||
d61a 74e6 || 0 1 0 || 0 1 0 ||
e42d 5f7f || 0 1 0 || 0 1 0 ||
a3b7 94b9 || 0 0 0 || 0 0 0 ||
6f9c 7246 || 0 1 1 || 0 1 1 ||
ba03 2d4f || 0 1 0 || 0 1 0 ||
9efa 7bc9 || 0 1 0 || 0 1 0 ||
5d9a e150 || 0 0 1 || 0 0 1 ||
c2eb a5ea || 0 0 0 || 0 0 0 ||
07a0 61a4 || 0 1 1 || 0 1 1 ||
1faa e0a0 || 0 0 1 || 0 0 1 ||
81c1 71b8 || 0 1 0 || 0 1 0 ||
5d1e 3492 || 0 0 0 || 0 0 0 ||
f3fd 5930 || 0 1 0 || 0 1 0 ||
117c dcbf || 0 0 1 || 0 0 1 ||
2087 df2e || 0 0 1 || 0 0 1 ||
52e9 570d || 0 1 1 || 0 1 1 ||
56f4 c440 || 0 0 1 || 0 0 1 ||
1c07 5883 || 0 1 1 || 0 1 1 ||
529c 7e9f || 0 1 1 || 0 1 1 ||
e6e9 ecf3 || 0 1 1 || 0 1 1 ||
b74a 0ab5 || 0 1 0 || 0 1 0 ||
1df4 7145 || 0 1 1 || 0 1 1 ||
b304 65fe || 0 1 0 || 0 1 0 ||
db9e ab44 || 0 0 0 || 0 0 0 ||
4e0d 5881 || 0 1 1 || 0 1 1 ||
f3e4 af7a || 0 0 0 || 0 0 0 ||
ef6c 7e33 || 0 1 0 || 0 1 0 ||
deca 76c0 || 0 1 0 || 0 1 0 ||
1903 8160 || 0 0 1 || 0 0 1 ||
1fd9 6f3b || 0 1 1 || 0 1 1 ||
a9b3 8068 || 0 0 0 || 0 0 0 ||
deda 198e || 0 1 0 || 0 1 0 ||
0f91 312a || 0 1 1 || 0 1 1 ||
8a31 063d || 0 1 0 || 0 1 0 ||
cd10 b70e || 0 0 0 || 0 0 0 ||
187c ee27 || 0 0 1 || 0 0 1 ||
58e9 be96 || 0 0 1 || 0 0 1 ||
