a836f4911b9790a9 5abc70a24a81959b || 0 1 0 || 0 1 0 ||
32b069eb4c5411e3 3f2f16718eef219c || 0 1 1 || 0 1 1 ||
92acf81f18064410 334305103b922b33 || 0 1 0 || 0 1 0 ||
3680d6516df7c775 09eb6b62b11be61c || 0 0 0 || 0 0 0 ||
e352ff9f13a0dc15 dfc7f294cdda2c97 || 0 0 0 || 0 0 0 ||
a78395e75fd6dacd 3736a3a347a0bc31 || 0 1 0 || 0 1 0 ||
8b671ffd6aff501f 3e74bf155eb29389 || 0 1 0 || 0 1 0 ||
b282acc2bd3e78e8 6cfd916467312560 || 0 1 0 || 0 1 0 ||
b57ba437a7b8bd5d 1e748b5b244dedad || 0 1 0 || 0 1 0 ||
7eea3837ef474dcc 742a243eb89065c8 || 0 0 0 || 0 0 0 ||
30ea8fcec4a55b1e b54ce0a4d61fa95a || 0 0 1 || 0 0 1 ||
ee24b261964ba015 d0085b48c4e86877 || 0 0 0 || 0 0 0 ||
250a718366d5d701 95a88a705ccc08e7 || 0 0 1 || 0 0 1 ||
e2a70575d5daf6ca 845ea0427ab75ea8 || 0 0 0 || 0 0 0 ||
1af9bde4d9d7c8a2 fb4d208468030689 || 0 0 1 || 0 0 1 ||
9eafc00353506b3f 06717cd99c156943 || 0 1 0 || 0 1 0 ||
d35aa70bafa7a72a 5f5bff4d880ee4d9 || 0 1 0 || 0 1 0 ||
e7a5960fc9f1ef67 997248c99d5b5db7 || 0 0 0 || 0 0 0 ||
247b60116b17f88e 4dc643e2f656d812 || 0 1 1 || 0 1 1 ||
cd2abd3f73e6c355 e8e941ded90ba953 || 0 1 1 || 0 1 1 ||
5711b4f192e9abb4 2dcef305ff802f07 || 0 0 0 || 0 0 0 ||
659f02ee7af61d87 08e961d7297ca84a || 0 0 0 || 0 0 0 ||
bf81937935b4d157 155a5dbc7aff858c || 0 1 0 || 0 1 0 ||
974dc55bc232fe7b 03252c0873cbc2cc || 0 1 0 || 0 1 0 ||
df315cc80725b019 a2a127fc52cdb91f || 0 0 0 || 0 0 0 ||
f810a2d9d1d5152c 37f7dcdca5de0a12 || 0 1 0 || 0 1 0 ||
a2572d62335964c1 c79b42cc5ff95ac7 || 0 1 1 || 0 1 1 ||
ce85460c4261f3c6 64f0886d4417e185 || 0 1 0 || 0 1 0 ||
5ac0de78a18ed57b 3467e18e907cc3b4 || 0 0 0 || 0 0 0 ||
5d1187489611b09d 748a14496218911c || 0 1 1 || 0 1 1 ||
1435e64ddd953342 2250b18103d7da54 || 0 1 1 || 0 1 1 ||
ade5ca27cc3ee659 c53231d26ba5b784 || 0 1 1 || 0 1 1 ||
08fce1e8536e7ab9 f2466f34c279cbf7 || 0 0 1 || 0 0 1 ||
b5245a58c4a3e7d0 a25a325cc698a711 || 0 0 0 || 0 0 0 ||
e27d61b2c1c45892 5953f2e5fcf30998 || 0 1 0 || 0 1 0 ||
f48756080fce2b1e a39cd07a14bc5fd2 || 0 0 0 || 0 0 0 ||
a3c848fc29ca9deb c191667a873e5f39 || 0 1 1 || 0 1 1 ||
1fe85acd64ea15e7 e24763e5c8d2f6e1 || 0 0 1 || 0 0 1 ||
c87b78df2235cf72 d69b8771143c8bf6 || 0 1 1 || 0 1 1 ||
d097400998c95960 7af7d9d106af45b8 || 0 1 0 || 0 1 0 ||
9ad1cd859850fd45 60208811b8497ef8 || 0 1 0 || 0 1 0 ||
20d973c57fd265d6 29cc3c92411269ed || 0 1 1 || 0 1 1 ||
0083e765028bb9e9 f0a6e192ed8b97a6 || 0 0 1 || 0 0 1 ||
976375b373d23b98 ce74f7a999f7b2e0 || 0 1 1 || 0 1 1 ||
5a9511feaa373f91 763694e557ace1d7 || 0 1 1 || 0 1 1 ||
0e2897f36e483a5c 51e8a854f16abeff || 0 1 1 || 0 1 1 ||
beaceca6336fc8b4 eb3a62bd738347da || 0 1 1 || 0 1 1 ||
20d84ed801daea3f 9cdae264c49fd67a || 0 0 1 || 0 0 1 ||
0016e196cb94b771 4bf32268432f7d68 || 0 1 1 || 0 1 1 ||
1b19a18427acaf36 391d55e13bba7888 || 0 1 1 || 0 1 1 ||
d6d5523c72430d94 dea9b08eb30a04e5 || 0 1 1 || 0 1 1 ||
258d8203ce006db3 a51773de8c5a12a7 || 0 0 1 || 0 0 1 ||
ae43bebe69e2c02c 0604cb3540868b0e || 0 1 0 || 0 1 0 ||
cfde4fa13b655d63 6b93b337774234ad || 0 1 0 || 0 1 0 ||
2b34f471f87e5c80 4a1435b0a7d305fd || 0 1 1 || 0 1 1 ||
c0aeeeb9f72d8969 770e36de2732dc59 || 0 1 0 || 0 1 0 ||
4dab1a12c2733f16 1b5b4eb6b59c2190 || 0 0 0 || 0 0 0 ||
b72b3508467294b6 d9768c1d83228d9b || 0 1 1 || 0 1 1 ||
c37180edd9c546e2 0c2ef9680a732400 || 0 1 0 || 0 1 0 ||
aa7ad42cc2ef5520 7c96cd4eeb76ade7 || 0 1 0 || 0 1 0 ||
9632b9b1c7ffbc1c 901d944386fa8432 || 0 0 0 || 0 0 0 ||
d2fb8976debc24d2 d62ad19f85b5c562 || 0 1 1 || 0 1 1 ||
2c70f514d8d6bfbf d50e89cdca4d2f1d || 0 0 1 || 0 0 1 ||
951b25425e01184b 1d260d625c680b43 || 0 1 0 || 0 1 0 ||
69f30a257d157256 70a0fde9d03bb653 || 0 1 1 || 0 1 1 ||
8725196d8cb34e2f 599629c1af3123e7 || 0 1 0 || 0 1 0 ||
a993110c0763fa7b f5c4f3b912cf8dc7 || 0 1 1 || 0 1 1 ||
84b1928617656ef3 a1b616ad672d6017 || 0 1 1 || 0 1 1 ||
4a9d1520c075f0fa 9ddf3c4cae2d8aaa || 0 0 1 || 0 0 1 ||
7b0d763a5e8528dc 8b4b27e242e88f6b || 0 0 1 || 0 0 1 ||
e0a38e2b7c8c7a42 aad822470c8d86f0 || 0 0 0 || 0 0 0 ||
d10d303085dce141 e93de9f66d2fd570 || 0 1 1 || 0 1 1 ||
d0cd2bd58c184ca8 d3555c28d9872b53 || 0 1 1 || 0 1 1 ||
969699ab6fe1720f 4aa4c7f7235a6c1e || 0 1 0 || 0 1 0 ||
3554cfb562bacbca f4440aacd3c61917 || 0 0 1 || 0 0 1 ||
c025dcf900dbab00 5d75e21a2706ad93 || 0 1 0 || 0 1 0 ||
41d15cf0f2062087 f248d6178e6ecee6 || 0 0 1 || 0 0 1 ||
189b38e23133212c 4437513d4dcc5e67 || 0 1 1 || 0 1 1 ||
427d1f46bc899656 854210f9ae6da90d || 0 0 1 || 0 0 1 ||
22d4ead19ed331ba 3419bc59b5a1acbd || 0 1 1 || 0 1 1 ||
e95173424953065c 707ac3938def2951 || 0 1 0 || 0 1 0 ||
e4ed5574e40b076d 29a52ad7eaeb20d3 || 0 1 0 || 0 1 0 ||
09edbafe5a60c201 a1a9f1faf4c7629b || 0 0 1 || 0 0 1 ||
4fb8e2a17f19a73a 028677ce8bfeca15 || 0 0 0 || 0 0 0 ||
f19adae4bcaa4b9b aa2fa073807a8bba || 0 0 0 || 0 0 0 ||
e22431b941b05f5b e9d3e21f817587ee || 0 1 1 || 0 1 1 ||
922b308fc7432382 047d6e03fe205190 || 0 1 0 || 0 1 0 ||
1611dfe2ce9c228f e38f3485da5ab77a || 0 0 1 || 0 0 1 ||
404aee8d19ffd050 007f247213ac5f7b || 0 0 0 || 0 0 0 ||
adcf8cbedd60cd1d 99bc9b5a9036f0c3 || 0 0 0 || 0 0 0 ||
5702c36dba2cc56c ff736d794c4a347d || 0 0 1 || 0 0 1 ||
6389e18c5567ac5d f0a20bbd5d6b997f || 0 0 1 || 0 0 1 ||
56f60cd7ece279cf b93c931736c51ff6 || 0 0 1 || 0 0 1 ||
07ea28bc8fe1122f c1dd649aa683326d || 0 0 1 || 0 0 1 ||
c48e3009e8d20e4f c80dbe0e8c5e1f6e || 0 1 1 || 0 1 1 ||
c04d4056c5536d64 336f6ef931948dfa || 0 1 0 || 0 1 0 ||
ae0020c4bcf50a0c 968c3563e74543b0 || 0 0 0 || 0 0 0 ||
9d492692495fd908 81108a8b73544e0f || 0 0 0 || 0 0 0 ||
ea1f14b715ef15a1 9628e17e9c6e5381 || 0 0 0 || 0 0 0 ||
38d2921a1dfacabc dd314decfd5138b5 || 0 0 1 || 0 0 1 ||
fe39bbc82a77898e dc9efcbe8efcf27e || 0 0 0 || 0 0 0 ||
84fa506c5bfd9561 1d0f03624a662876 || 0 1 0 || 0 1 0 ||
ee88549be8523a36 40ceffe0eaac606f || 0 1 0 || 0 1 0 ||
ceed0048b0ff27af ad8b98eb8fd812e4 || 0 0 0 || 0 0 0 ||
1bbcece1cdd32c43 e5bbbe205a1a22d9 || 0 0 1 || 0 0 1 ||
09a68fbc0fef302f 18d1a86fd7cd22b7 || 0 1 1 || 0 1 1 ||
f5485bee2f36e48f f14f0c2f2a93d170 || 0 0 0 || 0 0 0 ||
52152c1a76c83d5d cddfecaebeccb238 || 0 0 1 || 0 0 1 ||
716fc4e61257bfa3 e6abaddbf1106349 || 0 0 1 || 0 0 1 ||
01f7ae1a2dcbb964 ee2a0b0513854643 || 0 0 1 || 0 0 1 ||
6fa3f838e5743a88 a622740d35de4a6e || 0 0 1 || 0 0 1 ||
e0dfae57fd37ee0a 643bad97657812b3 || 0 1 0 || 0 1 0 ||
84756777d916a423 59323fe851fdba62 || 0 1 0 || 0 1 0 ||
ae176d01699fc0e6 3ccd6394fa675588 || 0 1 0 || 0 1 0 ||
79bffcd86085afca 40badfd09a74bce3 || 0 0 0 || 0 0 0 ||
e28bbf0cf3f7def7 704fb4416446b9f7 || 0 1 0 || 0 1 0 ||
918225a7ab7db4e4 04bcdb7d039ed5a7 || 0 1 0 || 0 1 0 ||
6caf3970716f7b8a 4a9aa5fe836b3315 || 0 0 0 || 0 0 0 ||
19cc3f14c8dc1c51 16501b67118384cd || 0 0 0 || 0 0 0 ||
c91e872c43af622a cd41ceccc15504dd || 0 1 1 || 0 1 1 ||
f2726e18695a5206 fb29f45e871ca075 || 0 1 1 || 0 1 1 ||
e049121fb3e3c4e2 9cb7df5400f2880b || 0 0 0 || 0 0 0 ||
a1fe3faae88fc519 577ceb17d2292290 || 0 1 0 || 0 1 0 ||
4c342244f5a572d8 ebe667e9838166ed || 0 0 1 || 0 0 1 ||
38a64e30b0b716db 3018159bf2d6a9e9 || 0 0 0 || 0 0 0 ||
32dae5f81151646e 6457156941f81dbb || 0 1 1 || 0 1 1 ||
da61744d6ededc9b 5359d046fef6ae72 || 0 1 0 || 0 1 0 ||
f3bd6164a20dc2fe ba8d548c78818912 || 0 0 0 || 0 0 0 ||
ccaad7f01e9d47c7 8e903f8594ddd55c || 0 0 0 || 0 0 0 ||
21865ccaf4bf3c66 34adcc4c9533bf6e || 0 1 1 || 0 1 1 ||
20d4dbc76fbc0610 78064bc7f0337ef3 || 0 1 1 || 0 1 1 ||
f9ec7ef20369d7e1 c0eb96b21f6a067d || 0 0 0 || 0 0 0 ||
0702774b06cd697c 42f86fab640420d8 || 0 1 1 || 0 1 1 ||
381b8ab534174ab6 f0b8c99439a8368f || 0 0 1 || 0 0 1 ||
c11dd9b2117ce3b6 191ba1f156812f7a || 0 1 0 || 0 1 0 ||
f535923c5a038fcc f3132817e07cb14a || 0 0 0 || 0 0 0 ||
59dba875f523083d 25f56b439c12e1b1 || 0 0 0 || 0 0 0 ||
cf9b9fde557f52d2 c10afaba40616a04 || 0 0 0 || 0 0 0 ||
ec1af214927ad23d f782b720775d3561 || 0 1 1 || 0 1 1 ||
5903a4205fe06c9c 736b3e213bf348e7 || 0 1 1 || 0 1 1 ||
171a289fe5de0dff a57ae443060f25ff || 0 0 1 || 0 0 1 ||
c38c21b8e2ff4a26 9df23ab9c7497e88 || 0 0 0 || 0 0 0 ||
1359710bff061d71 d60bd3cbf2f6682d || 0 0 1 || 0 0 1 ||
18a476fefdd4ee48 dfe52857a2af280c || 0 0 1 || 0 0 1 ||
2e86c0c8959b6cd2 be981aab72607468 || 0 0 1 || 0 0 1 ||
bb7399b3cb7421a7 f21872fe1546d2fd || 0 1 1 || 0 1 1 ||
951ca657dccaf13b 724c32bab8bc7681 || 0 1 0 || 0 1 0 ||
8d8742688f302747 56fdfc93978fcf30 || 0 1 0 || 0 1 0 ||
6c964cec8b6037d3 46c1162375a4c2cd || 0 0 0 || 0 0 0 ||
6d0974f10333a7da 4e4aaed9d77902fc || 0 0 0 || 0 0 0 ||
50e9a181a4194e61 79c65d2b34d9762d || 0 1 1 || 0 1 1 ||
17441468a509bb72 eb3c4a0e52caf8d6 || 0 0 1 || 0 0 1 ||
c9868124fee7497b e8d3a1fed5eefb25 || 0 1 1 || 0 1 1 ||
84438bb23a0fb214 4dd0f53cb2dd58f6 || 0 1 0 || 0 1 0 ||
61d099b510afdffe 760912b136d6ab9d || 0 1 1 || 0 1 1 ||
47f71ea1505ff55f 419593501250ff39 || 0 0 0 || 0 0 0 ||
9a505d1ec34be36e 4a9658d0eabe8998 || 0 1 0 || 0 1 0 ||
10f97546f751a2df 4b557bc154456a98 || 0 1 1 || 0 1 1 ||
f517418aa3634fe2 8075cb0645a305fb || 0 0 0 || 0 0 0 ||
0f95f43802f58cf5 8313b1c6515ec049 || 0 0 1 || 0 0 1 ||
dc54c6a7763f61f1 1360a3e77da189ca || 0 1 0 || 0 1 0 ||
2968ca28ece75746 b7256fe64b8d4a32 || 0 0 1 || 0 0 1 ||
f8bd626e5ccdd0f6 7df128fd10fbc33e || 0 1 0 || 0 1 0 ||
d47e4e378119b5de c24ea6e94696597a || 0 0 0 || 0 0 0 ||
2788a41cf398b871 67f4ad0c3aea670f || 0 1 1 || 0 1 1 ||
906aee254e48e1f6 7440ed1a23960f86 || 0 1 0 || 0 1 0 ||
a9d3fdd5ff39b553 26fffabfcee2ba85 || 0 1 0 || 0 1 0 ||
d7d7d4a95dcfedc4 224d0ee1e46f8816 || 0 1 0 || 0 1 0 ||
db97e29755db00f0 b7fb5c67c89aa54a || 0 0 0 || 0 0 0 ||
4e5a191abf04ab7e 94fb88cd3f7c3e39 || 0 0 1 || 0 0 1 ||
d294dbf3a520a3f6 a0137d4c5b07800c || 0 0 0 || 0 0 0 ||
ba9fd769aba61441 60e56d4266ea13aa || 0 1 0 || 0 1 0 ||
d2e374a8722e8742 75c5fc796a543f59 || 0 1 0 || 0 1 0 ||
3d2a0fbc872ff0d1 c50bdae8b202b6c7 || 0 0 1 || 0 0 1 ||
db16844e4427cb5d 30c64769abb2091e || 0 1 0 || 0 1 0 ||
0bf2e418cd4e9fc1 2be18d429dcf3041 || 0 1 1 || 0 1 1 ||
ac09c499658e8baa 22e8f3aebda94dd4 || 0 1 0 || 0 1 0 ||
6c822b29fd067bd8 2d3aa1c22973ea95 || 0 0 0 || 0 0 0 ||
f10ab42916787981 5ed4c0125f63ddca || 0 1 0 || 0 1 0 ||
de43f3258e3fdc85 b5d6ff9b39a14ab0 || 0 0 0 || 0 0 0 ||
4964c8f99c744815 7dd2284b952e2841 || 0 1 1 || 0 1 1 ||
d0ccc3586d8d3c6f c36dc80a675be090 || 0 0 0 || 0 0 0 ||
fccfec220fd890fc 1fb537f5b7510ec5 || 0 1 0 || 0 1 0 ||
0b9bbdecf2ac2afa fe65d7a7428e7195 || 0 0 1 || 0 0 1 ||
ee68ebf3f1432296 56af6c81f177d5ff || 0 1 0 || 0 1 0 ||
6ec70d18f69c6783 c198c3edc25b333b || 0 0 1 || 0 0 1 ||
26960aa9ad82d291 19a0d975c47f75ac || 0 0 0 || 0 0 0 ||
fe53cea6efb45ec3 136e2d32fabae73f || 0 1 0 || 0 1 0 ||
73e83f30356d7712 13cf19837b05c5a1 || 0 0 0 || 0 0 0 ||
c17b94d11dd0a8ad 0de2bb6cad466861 || 0 1 0 || 0 1 0 ||
7ce60de54a839a58 84ef411255b9be55 || 0 0 1 || 0 0 1 ||
b786fc89cab761f3 e5bbd7dd2cc0675d || 0 1 1 || 0 1 1 ||
f912ea97adf1156a 68cba70fa92d6606 || 0 1 0 || 0 1 0 ||
f0c9028e4e5d37d2 a098a1be74e8956c || 0 0 0 || 0 0 0 ||
3cb7dbb4b8cc4e77 2f8b481ce0109d11 || 0 0 0 || 0 0 0 ||
046e0a39d7e9c6d0 782763ebe6a27917 || 0 1 1 || 0 1 1 ||
ccb5c7fe65bd83ef 06a1f2f8bca0e46c || 0 1 0 || 0 1 0 ||
aece1f3c3cd568a9 36aa64f44d5c2822 || 0 1 0 || 0 1 0 ||
a2887ac99c5c99f4 e6093af94b9f6caa || 0 1 1 || 0 1 1 ||
227885f0d544c7ff fa9fc3f3054719e1 || 0 0 1 || 0 0 1 ||
8a067eff6a06db28 bb13c69da6e7593e || 0 1 1 || 0 1 1 ||
b17d9dd26f369863 6ed331205b6810aa || 0 1 0 || 0 1 0 ||
f36585dbc0eaaf73 f7bc1dfeadca8130 || 0 1 1 || 0 1 1 ||
5ba5c7e7f994c962 d60a69fa72b98ece || 0 0 1 || 0 0 1 ||
bb7d6c210b29b9f7 5bcee6d4f455d394 || 0 1 0 || 0 1 0 ||
c6a8be0e84b7405b 5eca90eb28de8993 || 0 1 0 || 0 1 0 ||
d39973ff81ea8ae1 fbbe5d2b42d905c2 || 0 1 1 || 0 1 1 ||
afc829f82c93485a 9cefd34ed6c22a48 || 0 0 0 || 0 0 0 ||
7a7f0828699d6d43 fd8c3ce4fb00d94b || 0 0 1 || 0 0 1 ||
b77f0d81c0e4a5ad dc50d8715b31c81c || 0 1 1 || 0 1 1 ||
1b9501d010804720 ed2e06808097bd3a || 0 0 1 || 0 0 1 ||
b6815d80d62d5254 8ab4cd1edb6c363c || 0 0 0 || 0 0 0 ||
c8a0d48cfa4fddc0 f99f0f4c27b4afed || 0 1 1 || 0 1 1 ||
fcb2f38f647a5c66 e4c843f53006d9b9 || 0 0 0 || 0 0 0 ||
c123167f6477d303 a08714a907ab4aad || 0 0 0 || 0 0 0 ||
c2df6cd3a7bb0739 831f9172f27620c7 || 0 0 0 || 0 0 0 ||
a813cf6d9a06f9a4 aee66b5624f04d9e || 0 1 1 || 0 1 1 ||
6798d07a4847fa79 84ffa004a5f42b42 || 0 0 1 || 0 0 1 ||
e51ce936c2f2e7e6 ad135d46345f9005 || 0 0 0 || 0 0 0 ||
f7c9978d9fa32840 de5d48b13ecdb88c || 0 0 0 || 0 0 0 ||
6ff908d7e5e1cf69 05868a1b58045187 || 0 0 0 || 0 0 0 ||
dea68b6fae230c5f e29f246cbcb07202 || 0 1 1 || 0 1 1 ||
467298730cc12efe eb50d26e02847b97 || 0 0 1 || 0 0 1 ||
bb8462d495d65094 1a6dba8bd55e5261 || 0 1 0 || 0 1 0 ||
a8d9d208ceb756af fb10a7adbf5020b4 || 0 1 1 || 0 1 1 ||
37afd2145f3c351b 4e09f58fa15d5575 || 0 1 1 || 0 1 1 ||
5af07858b367e732 6114d2343ec44bf7 || 0 1 1 || 0 1 1 ||
538edeed768fb494 85c3fb2be07ac9e8 || 0 0 1 || 0 0 1 ||
bbf36cb8fca15395 26bde60a758c784d || 0 1 0 || 0 1 0 ||
eee1221fc5436794 bbc696bc85bee662 || 0 0 0 || 0 0 0 ||
8766888765679136 c996ed9843c8a7dc || 0 1 1 || 0 1 1 ||
4178901389b035ac 4d581bfbd125df84 || 0 1 1 || 0 1 1 ||
4eb09a81180e073f 6e96ac12a63f91d4 || 0 1 1 || 0 1 1 ||
5be160566be5a65c 629acb05144faecb || 0 1 1 || 0 1 1 ||
38e833a2cac6318e f2d0cb72fb1aad6a || 0 0 1 || 0 0 1 ||
31d9e5b628c0b235 bf050e802c90dde3 || 0 0 1 || 0 0 1 ||
b65823b956ee4624 8dc42d3cc54c3833 || 0 0 0 || 0 0 0 ||
e04a5e5db222dc3e 868aebda907c4187 || 0 0 0 || 0 0 0 ||
256b767d1974d52b 27d7e7f4847eb67e || 0 1 1 || 0 1 1 ||
1de3b8c0169440c0 09506e2ffb0b3c45 || 0 0 0 || 0 0 0 ||
2badadf726a25491 d37c3e738908958e || 0 0 1 || 0 0 1 ||
a7ec531894922370 dd6d035407ddf4c6 || 0 1 1 || 0 1 1 ||
0cfa28b6284af00d f6f291cc196d9f0c || 0 0 1 || 0 0 1 ||
fdf3d3431c7b9f6f fffff80dff13d8d0 || 0 1 1 || 0 1 1 ||
4b34c548814508e5 0f1a02b133053140 || 0 0 0 || 0 0 0 ||
6ec6a1365d2c508f c21d22b819c06900 || 0 0 1 || 0 0 1 ||
9e4886c2bbf56139 3d1a0e83c6845f74 || 0 1 0 || 0 1 0 ||
325f97a0f44d99e4 05ac1db7cdf9181d || 0 0 0 || 0 0 0 ||
fbe27cd835e369e8 460c5b29a5d2803f || 0 1 0 || 0 1 0 ||
0f80fd2d650d2aff 3014bb4f68dde8fc || 0 1 1 || 0 1 1 ||
6d6ad72d74bae5a1 69e56e4138d32565 || 0 0 0 || 0 0 0 ||
dc28642b7b9a35f9 480b26dc0e8fb018 || 0 1 0 || 0 1 0 ||
ea56d845203798df b5ac11c5f6835aa6 || 0 0 0 || 0 0 0 ||
5edef2995140e4d7 d5c597bd6a00aa87 || 0 0 1 || 0 0 1 ||
794f462670ceab9a 0906cba713b4d14c || 0 0 0 || 0 0 0 ||
6459dc5d7eb17b59 47ea64a08f61e359 || 0 0 0 || 0 0 0 ||
7ebd878facad4b23 fd5c9eef7a472511 || 0 0 1 || 0 0 1 ||
2c915a682e034497 39cc9e7d59e6241a || 0 1 1 || 0 1 1 ||
807dda4c5a6d87d5 3b2e792b0333ea48 || 0 1 0 || 0 1 0 ||
bf2372c94158cb2f 50a5df3f79dc9a96 || 0 1 0 || 0 1 0 ||
4d0d21bfa93051bc 2426f2ca4d755d79 || 0 0 0 || 0 0 0 ||
2e79aa9c8819e76e b90d7ca1c85248bf || 0 0 1 || 0 0 1 ||
8769581be722f916 476dccdf51444cf2 || 0 1 0 || 0 1 0 ||
8da6530ce7b29307 dc06890bd4eeed9a || 0 1 1 || 0 1 1 ||
8dae4d4e71eb3600 8f882b8b3fb827a4 || 0 1 1 || 0 1 1 ||
6732f6702ac43b68 4f6c774f587958ed || 0 0 0 || 0 0 0 ||
a1ecb799821707bc 5c59862cfb806f9d || 0 1 0 || 0 1 0 ||
2895e871d0848630 d5fd0377b14f2972 || 0 0 1 || 0 0 1 ||
94b623dc545475b2 3fe119149ed22bd3 || 0 1 0 || 0 1 0 ||
5bd2287c63faea4a 7c9d8ae78564c87a || 0 1 1 || 0 1 1 ||
e7f3246f1e85756d 3216b5ded305aaf6 || 0 1 0 || 0 1 0 ||
9192313fff90db78 ad829503ab6be3b8 || 0 1 1 || 0 1 1 ||
2549c3090f61f78f 2793dcbb25bfb080 || 0 1 1 || 0 1 1 ||
ad0abb61f21522f1 0c8f91663ab876d8 || 0 1 0 || 0 1 0 ||
ff875b7a0c4fd2e7 26da61277111d755 || 0 1 0 || 0 1 0 ||
48be9c627abcaf8b 2137fda4792021f1 || 0 0 0 || 0 0 0 ||
7fe6b6bddf7b8c0b 2787573d8633e91e || 0 0 0 || 0 0 0 ||
2234b364809b3a48 649e116acf7f71c4 || 0 1 1 || 0 1 1 ||
a6a6473fc09889ed 9dec6a38911e5276 || 0 0 0 || 0 0 0 ||
95a3b394f110516d f742e73219f90e71 || 0 1 1 || 0 1 1 ||
9ae819eeea59b48b 770c8976a028f986 || 0 1 0 || 0 1 0 ||
ecb8209af0c022b9 87df06f4e6d8bd53 || 0 0 0 || 0 0 0 ||
6bf3d38507b68b98 5f1d6a079a85c284 || 0 0 0 || 0 0 0 ||
8723074da1551eab f2d4de3f89f1f49a || 0 1 1 || 0 1 1 ||
c2b1a4f63726d007 0b49c2b75d455b64 || 0 1 0 || 0 1 0 ||
110d5e244e5ebdc5 d808853f9131c6d7 || 0 0 1 || 0 0 1 ||
586e64d9ff6ba86c fb13e9261d3241e3 || 0 0 1 || 0 0 1 ||
f91c4966319a2a37 56ed63c3431e23b0 || 0 1 0 || 0 1 0 ||
aadab48fff99c702 edec88eb2bfe6cd8 || 0 1 1 || 0 1 1 ||
1628c8b2d79e7a5e 5b27d480c021e72f || 0 1 1 || 0 1 1 ||
b83c7daf124f5d67 0eb9907232926905 || 0 1 0 || 0 1 0 ||
98e3d601e27f15b1 125f2649d42b1f2e || 0 1 0 || 0 1 0 ||
11438c44fe4e0270 bbfbad6abf622206 || 0 0 1 || 0 0 1 ||
a3f41efe63a14bd6 18bad0b26dcc2c5f || 0 1 0 || 0 1 0 ||
c71dcee8c09ea548 d2751e9719cf2e36 || 0 1 1 || 0 1 1 ||
bfd426359571978b 2247520001690dd0 || 0 1 0 || 0 1 0 ||
a38a89d47701dbac 35f63c2c70c7fa16 || 0 1 0 || 0 1 0 ||
9903edb44170a009 543c1edbb09f9931 || 0 1 0 || 0 1 0 ||
7986ff5c181c4f53 cfc9a75e671bb02c || 0 0 1 || 0 0 1 ||
2c464beebe9fd0e1 b04a35eab75d1ec6 || 0 0 1 || 0 0 1 ||
3e8dcc958e792903 bff84f39ceb124c5 || 0 0 1 || 0 0 1 ||
b40611e451b09d80 9209719fdac3ee8c || 0 0 0 || 0 0 0 ||
c46081020e4b9209 9070750edf4e2a2e || 0 0 0 || 0 0 0 ||
9d5a114183163227 641fa17aa2ac5b87 || 0 1 0 || 0 1 0 ||
0479b94183c7a964 d429ee7f3679b5ff || 0 0 1 || 0 0 1 ||
87b9772eb8aa07e8 0758a161389443cb || 0 1 0 || 0 1 0 ||
7c6c4f0b7999e0e3 42b014b9aa397bf3 || 0 0 0 || 0 0 0 ||
2f6f8a9c6abb2229 13b8f9de793ef9a6 || 0 0 0 || 0 0 0 ||
693064a7cfe0945d 556733cb43e6c52e || 0 0 0 || 0 0 0 ||
eed084d7e8d7ce9b 076421eaeae26a40 || 0 1 0 || 0 1 0 ||
60062291a4426c5f c9cd956535797cb4 || 0 0 1 || 0 0 1 ||
5de07d00be7a4351 91974fb765112ca9 || 0 0 1 || 0 0 1 ||
800fb31bc4bb8d4e 8baa291b510dbaca || 0 1 1 || 0 1 1 ||
4ea96a96e653a18e c42dc63249194f97 || 0 0 1 || 0 0 1 ||
8251e7651ccae65a e25461295b637c2e || 0 1 1 || 0 1 1 ||
18a308df96945c8b 69dbaa56444bf95c || 0 1 1 || 0 1 1 ||
24762ebfe32eab55 8db2725c8b6172dc || 0 0 1 || 0 0 1 ||
f9037cc1ad5af281 61259596e712f6bd || 0 1 0 || 0 1 0 ||
91ac20bf9f38553a 748ce7a9e5f87875 || 0 1 0 || 0 1 0 ||
dce82de6bdbc4c9b 78fc1b35dca4d545 || 0 1 0 || 0 1 0 ||
2c4cf8e7609f5b48 c2b4b25f1abcdf19 || 0 0 1 || 0 0 1 ||
be92cdd0e527f1ef 5765b3a7882978eb || 0 1 0 || 0 1 0 ||
a36f8766b99bb494 3e7f9f94469dd1b4 || 0 1 0 || 0 1 0 ||
77e3dadd267bbe20 27e240b46bb27599 || 0 0 0 || 0 0 0 ||
0bf74890be3dcd61 12b0041e013bb708 || 0 1 1 || 0 1 1 ||
ac21c6252ac2fdf1 f97d85285e67e542 || 0 1 1 || 0 1 1 ||
5503b31a7a828e66 20ac11539011b3a4 || 0 0 0 || 0 0 0 ||
2e1e8be50a463ae0 1070e76265d3cd1b || 0 0 0 || 0 0 0 ||
3ca8ac7c4beeb4a5 ad64c6dc8556f09c || 0 0 1 || 0 0 1 ||
633a07f8c310f510 96f9c1275ca9353d || 0 0 1 || 0 0 1 ||
4b87544b4dbc08b0 a94afeb6294a480b || 0 0 1 || 0 0 1 ||
888d3d5c808dcb1f 6636ba21a4642d08 || 0 1 0 || 0 1 0 ||
6d0e486759291214 0c3c6d902fd049a0 || 0 0 0 || 0 0 0 ||
